\INPUT_FILE = /exodata/ETSS-prep/KELT/doN02/raw/KELT_N02_lc_000023_V01_east_raw.dat
 2454732.808721 14.67276 0.00709 
 2454732.816537 14.66805 0.00717 
 2454732.826705 14.63842 0.00740 
 2454732.836865 14.64748 0.00804 
 2454732.847024 14.65874 0.00754 
 2454732.857180 14.66858 0.00726 
 2454732.867338 14.66691 0.00720 
 2454733.721126 14.66026 0.00786 
 2454733.733544 14.64878 0.00781 
 2454733.745963 14.65827 0.00769 
 2454733.758383 14.67028 0.00760 
 2454733.768457 14.65499 0.00755 
 2454733.778547 14.63432 0.00779 
 2454733.788621 14.64085 0.00809 
 2454733.798707 14.67176 0.00686 
 2454733.808785 14.64945 0.00706 
 2454733.818864 14.66111 0.00715 
 2454733.831290 14.63995 0.00678 
 2454733.843712 14.65070 0.00692 
 2454733.856135 14.65719 0.00681 
 2454734.706613 14.62643 0.00895 
 2454734.721378 14.65086 0.00787 
 2454734.733787 14.61885 0.00849 
 2454734.746198 14.65587 0.00814 
 2454734.756279 14.64471 0.00822 
 2454734.766362 14.65639 0.00771 
 2454734.776444 14.63894 0.00779 
 2454734.796616 14.65899 0.00750 
 2454734.806708 14.64677 0.00769 
 2454734.816783 14.66007 0.00750 
 2454734.829208 14.63808 0.00755 
 2454734.841632 14.65463 0.00756 
 2454734.854057 14.65287 0.00725 
 2454737.699062 14.65186 0.00754 
 2454737.711499 14.65254 0.00775 
 2454737.723927 14.64784 0.00790 
 2454737.736358 14.65821 0.00754 
 2454737.748795 14.64589 0.00735 
 2454737.758891 14.65541 0.00743 
 2454737.768982 14.66000 0.00786 
 2454737.781424 14.65649 0.00756 
 2454737.791513 14.67264 0.00677 
 2454737.801599 14.63936 0.00698 
 2454737.814033 14.64888 0.00734 
 2454737.826466 14.66019 0.00736 
 2454737.838893 14.67647 0.00699 
 2454737.851317 14.64787 0.00743 
 2454738.693834 14.66620 0.00784 
 2454738.708597 14.65193 0.00811 
 2454738.721003 14.65911 0.00810 
 2454738.733409 14.64635 0.00769 
 2454738.745823 14.65219 0.00771 
 2454738.755897 14.65193 0.00725 
 2454738.765980 14.63922 0.00733 
 2454738.776043 14.65770 0.00758 
 2454738.786120 14.67905 0.00689 
 2454738.796193 14.64949 0.00709 
 2454738.806265 14.66086 0.00712 
 2454738.818682 14.64209 0.00740 
 2454738.831092 14.66972 0.00677 
 2454738.843505 14.65866 0.00670 
 2454739.792276 14.64913 0.00769 
 2454739.802351 14.65439 0.00769 
 2454739.814751 14.64123 0.00802 
 2454739.827176 14.65968 0.00728 
 2454739.839594 14.66986 0.00711 
 2454741.775909 14.67018 0.00765 
 2454741.785992 14.64916 0.00795 
 2454741.796068 14.62685 0.00804 
 2454741.808482 14.65898 0.00822 
 2454741.820895 14.67755 0.00781 
 2454741.833305 14.66082 0.00736 
 2454741.845713 14.66362 0.00749 
 2454742.710481 14.68196 0.00979 
 2454742.722916 14.62624 0.00777 
 2454742.733005 14.66305 0.00711 
 2454742.743101 14.65330 0.00712 
 2454742.753182 14.66544 0.00773 
 2454742.773352 14.67965 0.00689 
 2454742.783443 14.68487 0.00746 
 2454742.793527 14.64415 0.00747 
 2454742.805962 14.64365 0.00769 
 2454742.818397 14.65987 0.00808 
 2454742.830820 14.67304 0.00711 
 2454743.803669 14.67406 0.00678 
 2454743.816087 14.67957 0.00743 
 2454743.828501 14.66494 0.00747 
 2454745.677608 14.65087 0.01069 
 2454745.690030 14.65964 0.01001 
 2454745.702453 14.67281 0.01002 
 2454745.714883 14.62483 0.00972 
 2454745.727301 14.64706 0.00929 
 2454745.737382 14.65735 0.00931 
 2454745.747457 14.66166 0.00925 
 2454745.759889 14.64126 0.00940 
 2454745.769974 14.67744 0.00856 
 2454745.780045 14.66953 0.00785 
 2454745.792463 14.65596 0.00878 
 2454745.804884 14.63534 0.00864 
 2454745.817311 14.65054 0.00829 
 2454745.829738 14.64526 0.00796 
 2454746.674829 14.66532 0.01057 
 2454746.687252 14.64303 0.00979 
 2454746.699661 14.65474 0.00994 
 2454746.712056 14.64480 0.00927 
 2454746.724479 14.65841 0.00948 
 2454746.734551 14.64899 0.00911 
 2454746.744627 14.67215 0.00875 
 2454746.764758 14.64038 0.00892 
 2454746.774832 14.68499 0.00842 
 2454746.784912 14.64687 0.00879 
 2454746.797320 14.66028 0.00824 
 2454746.809724 14.64145 0.00857 
 2454746.822139 14.65947 0.00884 
 2454747.671740 14.64652 0.01071 
 2454747.684152 14.64795 0.01030 
 2454747.696571 14.65294 0.01021 
 2454747.708982 14.65207 0.00969 
 2454747.721388 14.65544 0.00951 
 2454747.731459 14.64460 0.00949 
 2454747.741534 14.66825 0.00891 
 2454747.761680 14.62196 0.00937 
 2454747.771751 14.67416 0.00817 
 2454747.781818 14.64867 0.00825 
 2454747.794219 14.65900 0.00802 
 2454747.806631 14.63346 0.00823 
 2454747.819045 14.63838 0.00825 
 2454748.662507 14.63208 0.01185 
 2454748.677210 14.64706 0.01073 
 2454748.689584 14.65301 0.01116 
 2454748.701962 14.65461 0.00998 
 2454748.714347 14.64669 0.00963 
 2454748.724391 14.66680 0.00964 
 2454748.734437 14.64405 0.00965 
 2454748.744478 14.65630 0.00998 
 2454748.756862 14.63269 0.00909 
 2454748.766902 14.66789 0.00905 
 2454748.776945 14.67129 0.00836 
 2454748.789315 14.64940 0.00886 
 2454748.801682 14.63738 0.00849 
 2454748.814060 14.63636 0.00807 
 2454748.826439 14.63130 0.00794 
 2454749.661539 14.61333 0.01185 
 2454749.676312 14.69517 0.01035 
 2454749.688730 14.64453 0.01063 
 2454749.701150 14.66653 0.01002 
 2454749.713566 14.64549 0.01039 
 2454749.723648 14.65350 0.00955 
 2454749.733738 14.65477 0.00991 
 2454749.743820 14.65239 0.01024 
 2454749.756241 14.64023 0.00951 
 2454749.766327 14.65922 0.00957 
 2454749.776399 14.65880 0.00903 
 2454749.788829 14.67293 0.00893 
 2454749.801251 14.64514 0.00957 
 2454749.813675 14.63219 0.00909 
 2454758.639633 14.64880 0.00858 
 2454758.654400 14.67165 0.00813 
 2454759.638578 14.65933 0.00723 
 2454759.653355 14.63488 0.00847 
 2454759.665771 14.65878 0.00723 
 2454759.678174 14.64816 0.00834 
 2454759.688246 14.63837 0.00730 
 2454759.698316 14.63495 0.00730 
 2454759.718460 14.65957 0.00913 
 2454759.728525 14.65260 0.00765 
 2454759.736359 14.62429 0.00824 
 2454759.744181 14.65128 0.00948 
 2454759.754351 14.66552 0.00837 
 2454759.764506 14.66925 0.00911 
 2454759.774678 14.64532 0.00827 
 2454759.784841 14.64678 0.00788 
 2454759.795004 14.65032 0.00868 
 2454760.629436 14.63931 0.00902 
 2454760.644214 14.63124 0.00900 
 2454760.656620 14.66380 0.00819 
 2454760.669029 14.64671 0.00847 
 2454760.701584 14.67125 0.00821 
 2454760.711667 14.66872 0.00871 
 2454760.724088 14.65212 0.00675 
 2454760.756652 14.64380 0.00821 
 2454760.769073 14.63846 0.00773 
 2454760.781492 14.65151 0.00799 
 2454760.793908 14.65513 0.00853 
 2454777.589746 14.66969 0.01299 
 2454777.599300 14.64309 0.01268 
 2454777.608853 14.65109 0.01121 
 2454777.618412 14.64550 0.01192 
 2454777.627973 14.67409 0.01187 
 2454777.637534 14.64950 0.01197 
 2454777.644842 14.64939 0.01147 
 2454777.659467 14.65158 0.01169 
 2454777.666784 14.65981 0.01144 
 2454777.676567 14.67563 0.01032 
 2454777.684101 14.63091 0.01000 
 2454777.691640 14.62712 0.01094 
 2454777.699168 14.64662 0.01088 
 2454777.708951 14.62282 0.01063 
 2454777.718721 14.67014 0.01074 
 2454777.728506 14.65979 0.01088 
 2454777.738288 14.66332 0.00987 
 2454777.748073 14.65404 0.01016 
 2454778.580113 14.66409 0.01368 
 2454778.587289 14.66313 0.01325 
 2454778.592233 14.67246 0.01360 
 2454778.597175 14.63548 0.01347 
 2454778.602127 14.63871 0.01262 
 2454778.607067 14.64635 0.01167 
 2454778.612012 14.65513 0.01177 
 2454778.616945 14.67318 0.01125 
 2454778.621879 14.68981 0.01138 
 2454778.626834 14.65767 0.01140 
 2454778.631786 14.66867 0.01107 
 2454778.636735 14.66434 0.01102 
 2454778.641675 14.66377 0.01134 
 2454778.646617 14.67934 0.01116 
 2454778.651543 14.66594 0.01100 
 2454778.656496 14.64656 0.01071 
 2454778.661452 14.65342 0.01073 
 2454778.668640 14.64230 0.01113 
 2454778.673179 14.63392 0.01118 
 2454778.677713 14.65618 0.01074 
 2454778.682250 14.64352 0.01082 
 2454778.686783 14.64701 0.01057 
 2454778.691323 14.65968 0.01049 
 2454778.695861 14.65842 0.01080 
 2454778.700391 14.65041 0.01107 
 2454778.704933 14.65669 0.01075 
 2454778.709478 14.65455 0.01068 
 2454778.714018 14.66108 0.01054 
 2454778.718567 14.67849 0.01092 
 2454778.723098 14.65498 0.01072 
 2454778.727648 14.65209 0.01039 
 2454778.732184 14.67147 0.01041 
 2454778.736716 14.66234 0.01029 
 2454778.743644 14.66999 0.01038 
 2454779.586397 14.68200 0.01267 
 2454779.591347 14.66859 0.01310 
 2454786.570626 14.62983 0.00921 
 2454786.582588 14.66991 0.00850 
 2454786.594538 14.63448 0.00911 
 2454786.606494 14.65130 0.00880 
 2454786.616197 14.64707 0.00980 
 2454786.625909 14.66848 0.01100 
 2454786.635621 14.67457 0.01207 
 2454786.645346 14.63388 0.01362 
 2454786.655048 14.67519 0.01209 
 2454786.662602 14.63545 0.01192 
 2454786.670157 14.63508 0.01271 
 2454786.679974 14.65628 0.01225 
 2454786.689777 14.62733 0.01193 
 2454786.699584 14.66088 0.01214 
 2454786.709392 14.66608 0.01109 
 2454786.719184 14.67153 0.01093 
 2454787.569920 14.63458 0.00945 
 2454787.581895 14.68114 0.00901 
 2454787.593852 14.63991 0.00945 
 2454787.605823 14.64330 0.00906 
 2454787.615530 14.63814 0.00879 
 2454787.625238 14.66118 0.00896 
 2454787.634956 14.63260 0.00895 
 2454787.646931 14.66568 0.00851 
 2454787.656640 14.65608 0.00822 
 2454787.666363 14.63301 0.00942 
 2454787.678320 14.64923 0.00956 
 2454787.690270 14.66962 0.01036 
 2454787.702225 14.65521 0.01041 
 2454787.714179 14.64508 0.01063 
 2454788.570048 14.65525 0.00867 
 2454788.582021 14.65709 0.00871 
 2454788.593986 14.64475 0.00883 
 2454788.605938 14.63889 0.00846 
 2454788.615655 14.67001 0.00820 
 2454788.625369 14.66953 0.00840 
 2454788.635070 14.65667 0.00832 
 2454788.647022 14.66822 0.00793 
 2454788.656743 14.65655 0.00779 
 2454788.666468 14.63876 0.00847 
 2454788.678431 14.63877 0.00780 
 2454788.690385 14.66530 0.00784 
 2454788.702338 14.66166 0.00803 
 2454788.714295 14.67385 0.00858 
 2454789.569654 14.67299 0.00837 
 2454789.581607 14.65654 0.00898 
 2454789.593561 14.66393 0.00833 
 2454789.605522 14.65098 0.00838 
 2454789.615233 14.67029 0.00801 
 2454789.624937 14.66756 0.00816 
 2454789.646616 14.67496 0.00765 
 2454789.656321 14.65495 0.00773 
 2454789.666042 14.67101 0.00800 
 2454789.677998 14.65216 0.00738 
 2454789.689964 14.66423 0.00751 
 2454789.701924 14.67813 0.00740 
 2454789.713889 14.66782 0.00780 
 2454790.566421 14.67026 0.00838 
 2454790.578374 14.65513 0.00844 
 2454790.590332 14.64165 0.00822 
 2454790.602276 14.67006 0.00751 
 2454790.611985 14.67601 0.00773 
 2454790.621684 14.65724 0.00836 
 2454790.631385 14.65280 0.00841 
 2454790.643340 14.67609 0.00835 
 2454790.653039 14.64912 0.00845 
 2454790.662750 14.64382 0.00830 
 2454790.674706 14.65369 0.00820 
 2454790.686660 14.67201 0.00840 
 2454790.698613 14.65713 0.00854 
 2454790.710556 14.65038 0.00860 
 2454791.567033 14.67449 0.00873 
 2454791.578995 14.64082 0.00844 
 2454791.590948 14.66509 0.00826 
 2454791.600651 14.63371 0.00835 
 2454791.610365 14.66962 0.00815 
 2454791.620057 14.65186 0.00818 
 2454791.639488 14.67847 0.00763 
 2454791.649185 14.65410 0.00806 
 2454791.658880 14.64475 0.00822 
 2454791.670833 14.65184 0.00810 
 2454791.682785 14.68091 0.00754 
 2454791.694743 14.66897 0.00771 
 2454791.706701 14.65641 0.00790 
 2454792.577918 14.64860 0.00884 
 2454792.589882 14.66961 0.00712 
 2454792.599604 14.66534 0.00850 
 2454792.609310 14.66248 0.00888 
 2454792.619001 14.68052 0.00805 
 2454792.669821 14.65190 0.00786 
 2454793.631500 14.64595 0.00826 
 2454793.641239 14.58477 0.01383 
 2454794.565551 14.64947 0.00901 
 2454794.577491 14.66465 0.00866 
 2454794.589443 14.64797 0.00871 
 2454794.599172 14.65746 0.00871 
 2454794.608865 14.65064 0.00864 
 2454794.618581 14.66003 0.00953 
 2454794.630538 14.66572 0.00858 
 2454794.640239 14.64708 0.00863 
 2454794.649935 14.64689 0.00901 
 2454794.661895 14.64434 0.00839 
 2454794.673854 14.65925 0.00830 
 2454794.685812 14.67097 0.00838 
 2454794.697772 14.66078 0.00843 
