\INPUT_FILE = /exodata/ETSS-prep/KELT/doN02/raw/KELT_N02_lc_000021_V01_east_tfa.dat
 2454733.768457 14.11913 0.00780 
 2454733.778547 14.11312 0.00801 
 2454733.788621 14.12200 0.00781 
 2454733.798707 14.11199 0.00725 
 2454733.808785 14.11171 0.00710 
 2454733.818864 14.12381 0.00727 
 2454733.831290 14.12241 0.00705 
 2454733.843712 14.11626 0.00692 
 2454733.856135 14.11730 0.00688 
 2454734.706613 14.10869 0.00863 
 2454734.721378 14.12457 0.00871 
 2454734.733787 14.11302 0.00857 
 2454734.746198 14.11679 0.00813 
 2454734.756279 14.12761 0.00805 
 2454734.766362 14.11026 0.00788 
 2454734.776444 14.11713 0.00806 
 2454734.796616 14.11594 0.00776 
 2454734.806708 14.12239 0.00756 
 2454734.816783 14.11703 0.00735 
 2454734.829208 14.12636 0.00750 
 2454734.841632 14.11724 0.00715 
 2454734.854057 14.12123 0.00735 
 2454737.699062 14.11936 0.00809 
 2454737.711499 14.11298 0.00820 
 2454737.723927 14.11623 0.00800 
 2454737.736358 14.13121 0.00760 
 2454737.748795 14.12690 0.00771 
 2454737.758891 14.12937 0.00743 
 2454737.768982 14.11276 0.00762 
 2454737.781424 14.13266 0.00699 
 2454737.791513 14.11734 0.00700 
 2454737.801599 14.12776 0.00678 
 2454737.814033 14.12779 0.00693 
 2454737.826466 14.12831 0.00689 
 2454737.838893 14.12783 0.00692 
 2454737.851317 14.11103 0.00694 
 2454738.693834 14.12706 0.00863 
 2454738.708597 14.11257 0.00837 
 2454738.721003 14.12728 0.00801 
 2454738.733409 14.12038 0.00765 
 2454738.745823 14.12076 0.00796 
 2454738.755897 14.11072 0.00757 
 2454738.765980 14.11805 0.00765 
 2454738.776043 14.11799 0.00751 
 2454738.786120 14.12019 0.00703 
 2454738.796193 14.12441 0.00696 
 2454738.806265 14.11912 0.00704 
 2454738.818682 14.12609 0.00704 
 2454738.831092 14.11667 0.00717 
 2454738.843505 14.10859 0.00692 
 2454739.792276 14.10930 0.00745 
 2454739.802351 14.12110 0.00745 
 2454739.814751 14.12693 0.00719 
 2454739.827176 14.12281 0.00729 
 2454739.839594 14.11871 0.00700 
 2454741.775909 14.11089 0.00795 
 2454741.785992 14.11893 0.00783 
 2454741.796068 14.11727 0.00792 
 2454741.808482 14.12711 0.00789 
 2454741.820895 14.12671 0.00764 
 2454741.833305 14.13519 0.00741 
 2454741.845713 14.11991 0.00749 
 2454742.710481 14.11762 0.00802 
 2454742.722916 14.12842 0.00733 
 2454742.733005 14.10357 0.00728 
 2454742.743101 14.12655 0.00751 
 2454742.753182 14.11572 0.00765 
 2454742.773352 14.11642 0.00711 
 2454742.783443 14.12100 0.00692 
 2454742.793527 14.10423 0.00756 
 2454742.805962 14.11701 0.00773 
 2454742.818397 14.12128 0.00710 
 2454742.830820 14.11223 0.00703 
 2454743.803669 14.12247 0.00385 
 2454743.816087 14.11686 0.00716 
 2454743.828501 14.11053 0.00726 
 2454745.677608 14.11743 0.01094 
 2454745.702453 14.11627 0.00987 
 2454745.714883 14.12373 0.00941 
 2454745.727301 14.12028 0.00872 
 2454745.737382 14.12964 0.00896 
 2454745.747457 14.11887 0.00882 
 2454745.759889 14.11948 0.00838 
 2454745.769974 14.10599 0.00805 
 2454745.780045 14.12190 0.00788 
 2454745.792463 14.12451 0.00786 
 2454745.804884 14.12792 0.00787 
 2454745.817311 14.12095 0.00774 
 2454745.829738 14.11033 0.00772 
 2454746.674829 14.10423 0.01182 
 2454746.687252 14.11690 0.01071 
 2454746.712056 14.11766 0.00937 
 2454746.724479 14.11347 0.00901 
 2454746.734551 14.12393 0.00924 
 2454746.744627 14.10887 0.00900 
 2454746.764758 14.11575 0.00856 
 2454746.774832 14.11754 0.00825 
 2454746.784912 14.11674 0.00847 
 2454746.797320 14.12696 0.00799 
 2454746.809724 14.10214 0.00787 
 2454746.822139 14.11481 0.00786 
 2454747.671740 14.10420 0.01147 
 2454747.684152 14.11755 0.01122 
 2454747.696571 14.12255 0.01064 
 2454747.708982 14.11318 0.01026 
 2454747.721388 14.12050 0.01005 
 2454747.731459 14.11925 0.00980 
 2454747.741534 14.13135 0.00927 
 2454747.761680 14.13072 0.00868 
 2454747.771751 14.11479 0.00842 
 2454747.781818 14.11902 0.00829 
 2454747.794219 14.11510 0.00794 
 2454747.806631 14.11472 0.00746 
 2454747.819045 14.12356 0.00746 
 2454748.662507 14.10732 0.01216 
 2454748.677210 14.12741 0.01151 
 2454748.689584 14.10132 0.01141 
 2454748.701962 14.11498 0.01131 
 2454748.714347 14.11323 0.01048 
 2454748.724391 14.11461 0.01018 
 2454748.734437 14.11919 0.00981 
 2454748.744478 14.10174 0.01053 
 2454748.756862 14.13080 0.00923 
 2454748.766902 14.11401 0.00937 
 2454748.776945 14.11287 0.00934 
 2454748.789315 14.12409 0.00863 
 2454748.801682 14.11741 0.00863 
 2454748.814060 14.12266 0.00839 
 2454748.826439 14.10863 0.00794 
 2454749.661539 14.12199 0.01322 
 2454749.676312 14.10352 0.01248 
 2454749.688730 14.10278 0.01131 
 2454749.701150 14.11404 0.01122 
 2454749.713566 14.11971 0.01045 
 2454749.723648 14.10726 0.01012 
 2454749.733738 14.12511 0.01007 
 2454749.743820 14.11641 0.01008 
 2454749.756241 14.11474 0.00941 
 2454749.766327 14.11918 0.00934 
 2454749.776399 14.11721 0.00951 
 2454749.788829 14.12896 0.00901 
 2454749.801251 14.11608 0.00887 
 2454749.813675 14.11046 0.00903 
 2454758.639633 14.11260 0.00926 
 2454758.654400 14.10659 0.00929 
 2454759.638578 14.12995 0.00904 
 2454759.653355 14.11654 0.00885 
 2454759.665771 14.11747 0.00869 
 2454759.678174 14.13081 0.00816 
 2454759.688246 14.13008 0.00818 
 2454759.698316 14.12126 0.00817 
 2454759.718460 14.11659 0.00879 
 2454759.728525 14.11462 0.00899 
 2454759.736359 14.12109 0.00906 
 2454759.744181 14.12599 0.00912 
 2454759.754351 14.12527 0.00911 
 2454759.764506 14.11982 0.00932 
 2454759.774678 14.12403 0.00939 
 2454759.784841 14.11725 0.00937 
 2454759.795004 14.12723 0.00948 
 2454760.629436 14.12361 0.01003 
 2454760.656620 14.12608 0.00940 
 2454760.669029 14.10568 0.00969 
 2454760.711667 14.13079 0.00673 
 2454760.724088 14.11787 0.00807 
 2454760.756652 14.12384 0.00807 
 2454760.769073 14.11674 0.00828 
 2454760.781492 14.11872 0.00855 
 2454760.793908 14.12214 0.00836 
 2454777.589746 14.12768 0.01142 
 2454777.599300 14.12145 0.01177 
 2454777.608853 14.13268 0.01172 
 2454777.618412 14.10067 0.01111 
 2454777.627973 14.11226 0.01079 
 2454777.637534 14.13232 0.01060 
 2454777.644842 14.11929 0.01047 
 2454777.659467 14.11356 0.01065 
 2454777.666784 14.12157 0.01020 
 2454777.676567 14.11468 0.00976 
 2454777.684101 14.12355 0.00975 
 2454777.691640 14.12059 0.00974 
 2454777.699168 14.11421 0.00945 
 2454777.708951 14.11931 0.00951 
 2454777.718721 14.11892 0.00955 
 2454777.728506 14.11766 0.00958 
 2454777.738288 14.12842 0.00948 
 2454777.748073 14.11433 0.00932 
 2454778.580113 14.11727 0.01327 
 2454778.592233 14.12278 0.01393 
 2454778.597175 14.13040 0.01353 
 2454778.602127 14.13089 0.01383 
 2454778.607067 14.13384 0.01299 
 2454778.612012 14.12931 0.01263 
 2454778.616945 14.12270 0.01266 
 2454778.621879 14.11982 0.01195 
 2454778.626834 14.10989 0.01210 
 2454778.631786 14.12470 0.01182 
 2454778.636735 14.11852 0.01169 
 2454778.641675 14.11367 0.01173 
 2454778.646617 14.12629 0.01137 
 2454778.651543 14.12322 0.01124 
 2454778.656496 14.12953 0.01147 
 2454778.661452 14.14261 0.01121 
 2454778.668640 14.13027 0.01095 
 2454778.673179 14.13083 0.01095 
 2454778.677713 14.12502 0.01091 
 2454778.682250 14.10956 0.01080 
 2454778.686783 14.11300 0.01086 
 2454778.691323 14.11716 0.01070 
 2454778.695861 14.11333 0.01050 
 2454778.700391 14.11905 0.01050 
 2454778.704933 14.13318 0.01054 
 2454778.709478 14.12914 0.01049 
 2454778.714018 14.12670 0.01060 
 2454778.718567 14.12343 0.01045 
 2454778.723098 14.11489 0.01050 
 2454778.727648 14.12267 0.01045 
 2454778.732184 14.12200 0.01031 
 2454778.736716 14.11821 0.01020 
 2454778.743644 14.12588 0.01056 
 2454779.586397 14.11299 0.01616 
 2454779.591347 14.12262 0.01568 
 2454786.570626 14.12488 0.00910 
 2454786.582588 14.11626 0.00847 
 2454786.594538 14.11780 0.00867 
 2454786.606494 14.12081 0.00844 
 2454786.616197 14.10971 0.00926 
 2454786.625909 14.13863 0.01028 
 2454786.635621 14.12628 0.01151 
 2454786.645346 14.12797 0.01266 
 2454786.655048 14.11276 0.01146 
 2454786.662602 14.12228 0.01175 
 2454786.670157 14.11707 0.01215 
 2454786.679974 14.12905 0.01184 
 2454786.689777 14.12054 0.01193 
 2454786.699584 14.10625 0.01180 
 2454786.709392 14.11813 0.01175 
 2454786.719184 14.11751 0.01155 
 2454787.569920 14.12672 0.01020 
 2454787.581895 14.11433 0.00930 
 2454787.593852 14.12290 0.00905 
 2454787.605823 14.12231 0.00904 
 2454787.615530 14.12126 0.00868 
 2454787.625238 14.11192 0.00870 
 2454787.634956 14.11858 0.00847 
 2454787.646931 14.12708 0.00800 
 2454787.656640 14.12746 0.00809 
 2454787.666363 14.13263 0.00846 
 2454787.678320 14.11088 0.00906 
 2454787.690270 14.12165 0.00936 
 2454787.702225 14.11477 0.00967 
 2454787.714179 14.10747 0.00988 
 2454788.570048 14.10766 0.00926 
 2454788.582021 14.11054 0.00896 
 2454788.593986 14.11323 0.00869 
 2454788.605938 14.11466 0.00854 
 2454788.615655 14.10796 0.00820 
 2454788.625369 14.12735 0.00799 
 2454788.635070 14.12272 0.00832 
 2454788.647022 14.11949 0.00776 
 2454788.656743 14.11962 0.00783 
 2454788.666468 14.11738 0.00743 
 2454788.678431 14.12245 0.00746 
 2454788.690385 14.11538 0.00758 
 2454788.702338 14.11966 0.00755 
 2454788.714295 14.12033 0.00779 
 2454789.569654 14.12324 0.00946 
 2454789.581607 14.12578 0.00879 
 2454789.593561 14.12010 0.00835 
 2454789.605522 14.11541 0.00841 
 2454789.615233 14.12418 0.00829 
 2454789.624937 14.12459 0.00821 
 2454789.646616 14.11734 0.00787 
 2454789.656321 14.11678 0.00769 
 2454789.666042 14.11105 0.00742 
 2454789.677998 14.11505 0.00742 
 2454789.689964 14.11407 0.00729 
 2454789.701924 14.12728 0.00723 
 2454789.713889 14.11986 0.00741 
 2454790.566421 14.11695 0.00947 
 2454790.578374 14.12612 0.00829 
 2454790.590332 14.10829 0.00840 
 2454790.602276 14.11146 0.00831 
 2454790.611985 14.12387 0.00792 
 2454790.621684 14.12674 0.00811 
 2454790.631385 14.11516 0.00846 
 2454790.643340 14.11387 0.00811 
 2454790.653039 14.12418 0.00834 
 2454790.662750 14.11737 0.00832 
 2454790.674706 14.10725 0.00837 
 2454790.686660 14.11872 0.00799 
 2454790.698613 14.12460 0.00792 
 2454790.710556 14.11591 0.00777 
 2454791.578995 14.12509 0.00892 
 2454791.590948 14.12409 0.00878 
 2454791.600651 14.11885 0.00859 
 2454791.610365 14.11664 0.00816 
 2454791.620057 14.12270 0.00789 
 2454791.639488 14.11189 0.00786 
 2454791.649185 14.12050 0.00794 
 2454791.658880 14.12244 0.00786 
 2454791.670833 14.11113 0.00805 
 2454791.682785 14.11894 0.00754 
 2454791.694743 14.12075 0.00789 
 2454791.706701 14.10667 0.00744 
 2454792.577918 14.11713 0.00928 
 2454792.589882 14.13595 0.01073 
 2454792.599604 14.12218 0.01035 
 2454792.609310 14.13316 0.00938 
 2454792.619001 14.09969 0.00816 
 2454792.669821 14.11357 0.00806 
 2454793.631500 14.11403 0.00709 
 2454793.641239 14.12542 0.00921 
 2454794.565551 14.12845 0.00896 
 2454794.577491 14.12794 0.00846 
 2454794.589443 14.11835 0.00912 
 2454794.599172 14.11418 0.00860 
 2454794.608865 14.11708 0.00831 
 2454794.618581 14.11866 0.00893 
 2454794.630538 14.11006 0.00824 
 2454794.640239 14.11583 0.00836 
 2454794.649935 14.12759 0.00811 
 2454794.661895 14.10900 0.00801 
 2454794.673854 14.10846 0.00793 
 2454794.685812 14.12053 0.00771 
 2454794.697772 14.12942 0.00767 
