KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,Time err1,Time err2,Period err1,Period err2,Depth err1,Depth err2,Duration err1,Duration err2,Impact Parameter err1,Impact Parameter err2,r/R err1,r/R err2,a/R err1,a/R err2,Planet Radius err1,Planet Radius err2,Teff err1,Teff err2,log(g) err1,log(g) err2,Metallicity err1,Metallicity err2,Stellar Radius err1,Stellar Radius err2,Stellar Mass err2,Stellar Mass err1,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density err1,Fitted Stellar Density err2
K06807.01,FALSE POSITIVE,,0.566800113,131.81731000000002,2454964.817,0.7509999999999999,3.315,104.0,0.01,0.10967,0.58,0.011000000000000001,52.36,1180.0,455.05,1.23,0.38,0.33799999999999997,0.0,0.0,3844.0,4.721,-0.1,0.526,0.531,3.8160000000000003,9.743,18.1,1,2012,0.01,-0.01,5.565e-06,-5.565e-06,7.9,-7.9,0.298,-0.298,0.217,-0.505,0.004,-0.001,0.488,-0.488,0.03,-0.04,77.0,-84.0,0.036000000000000004,-0.021,0.1,-0.1,0.025,-0.034,-0.03,0.03,85.51000000000002,-90.6,0.08693,-0.0028
K06808.01,FALSE POSITIVE,,0.56679293,131.83103,2454964.831,0.18,3.8139999999999996,101.1,0.009000000000000001,0.12941,0.86,0.013000000000000001,82.06,2064.0,4264.42,1.3,0.386,0.271,0.0,0.0,5812.0,4.551,-0.2,0.853,0.9470000000000001,3.49,10.176,22.1,1,2373,0.006,-0.006,3.2189999999999996e-06,-3.2189999999999996e-06,6.8,-6.8,0.185,-0.185,0.311,-0.18,0.00044800000000000005,-0.000439,0.11,-0.11,0.24,-0.08,156.0,-191.0,0.035,-0.184,0.3,-0.3,0.242,-0.076,-0.11,0.099,3548.32,-1168.74,0.010920000000000001,-0.0282
K04518.01,FALSE POSITIVE,,0.566810643,131.80277,2454964.8030000003,0.315,3.471,45.6,0.006,0.15044000000000002,0.52,0.013000000000000001,76.68,1976.0,3605.07,1.367,0.35600000000000004,0.28600000000000003,0.0,0.0,5776.0,4.598,-0.56,0.758,0.8320000000000001,3.2319999999999998,11.699000000000002,17.2,1,2375,0.006999999999999999,-0.006999999999999999,5.345e-06,-5.345e-06,3.7,-3.7,0.204,-0.204,0.185,-0.315,0.00028399999999999996,-0.00036899999999999997,0.141,-0.141,0.13,-0.04,157.0,-157.0,0.04,-0.16,0.3,-0.3,0.18899999999999997,-0.05,-0.077,0.085,2659.11,-788.1799999999998,0.0155,-0.041010000000000005
K06809.01,FALSE POSITIVE,,0.566809491,131.79695,2454964.797,0.484,3.156,69.5,0.008,0.16595,0.55,0.011000000000000001,69.94,1656.0,1790.3,1.413,0.517,0.191,0.0,0.0,4987.0,4.611000000000001,-0.62,0.654,0.637,4.438,12.433,21.0,1,2375,0.003,-0.003,3.7669999999999997e-06,-3.7669999999999997e-06,4.6,-4.6,0.294,-0.294,0.45,-0.26,0.000551,-0.00018,0.22699999999999998,-0.22699999999999998,0.06,-0.05,149.0,-149.0,0.066,-0.048,0.35,-0.3,0.069,-0.057999999999999996,-0.037000000000000005,0.079,671.14,-473.35,0.026639999999999997,-0.08001
K06811.01,FALSE POSITIVE,,0.566797404,131.83652,2454964.837,0.11900000000000001,4.109,69.4,0.008,0.11135,0.64,0.012,84.47,1890.0,2993.84,1.237,0.47700000000000004,0.217,0.0,0.0,5313.0,4.51,-0.38,0.784,0.727,3.636,9.402000000000001,18.8,1,2366,0.006,-0.006,4.058e-06,-4.058e-06,5.7,-5.7,0.177,-0.177,0.373,-0.11900000000000001,0.000421,-0.00043799999999999997,0.11599999999999999,-0.11599999999999999,0.1,-0.07,175.0,-159.0,0.10400000000000001,-0.115,0.35,-0.3,0.11699999999999999,-0.096,-0.052000000000000005,0.11199999999999999,1507.51,-952.14,0.01045,-0.02049
K01747.01,CANDIDATE,,20.55848388,133.00401000000002,2454966.004,1.334,1.449,677.3,0.361,1.1098,36.9,0.146,87.38,624.0,35.76,29.2,0.469,0.22399999999999998,0.0,0.0,5578.0,4.484,0.16,0.9359999999999999,0.9740000000000001,5.4670000000000005,17.008,20.8,2,67,0.002,-0.002,4.573e-05,-4.573e-05,40.0,-40.0,0.106,-0.106,70.53,-3.741,70.52199999999999,-3.734,14.6,-14.6,4.89,-2.09,75.0,-83.0,0.04,-0.11199999999999999,0.15,-0.15,0.124,-0.053,-0.064,0.044000000000000004,12.61,-5.79,439.37299,-4.9332199999999995
K07576.01,FALSE POSITIVE,,0.566792936,131.8166,2454964.817,0.467,2.846,23.0,0.005,0.21040999999999999,0.79,0.013000000000000001,72.22,3114.0,22251.32,1.5290000000000001,0.292,0.302,0.0,0.0,6432.0,4.018,-0.72,1.6030000000000002,0.977,11.817,10.835999999999999,14.3,1,2375,0.01,-0.01,7.891e-06,-7.891e-06,2.1,-2.1,0.40399999999999997,-0.40399999999999997,0.495,-0.244,0.000192,-0.000324,0.517,-0.517,0.21,-0.3,175.0,-214.0,0.385,-0.165,0.3,-0.3,0.413,-0.62,-0.122,0.134,16932.14,-14943.05,0.07117000000000001,-0.10389000000000001
K07577.01,FALSE POSITIVE,,0.5668004,131.81996999999998,2454964.82,0.593,3.813,93.2,0.009000000000000001,0.10533,0.88,0.013000000000000001,60.78,2222.0,5739.87,1.214,0.303,0.303,0.0,0.0,6215.0,4.543,-0.5,0.872,0.968,3.574,9.036,18.3,1,2011,0.008,-0.008,5.762e-06,-5.762e-06,7.6,-7.6,0.256,-0.256,0.024,-0.499,0.000198,-0.000709,0.364,-0.364,0.28,-0.09,197.0,-241.0,0.039,-0.221,0.3,-0.3,0.27699999999999997,-0.086,-0.126,0.114,5550.77,-1758.7,0.031560000000000005,-0.013330000000000002
K02339.01,CONFIRMED,Kepler-1197 b,2.032318856,132.64394,2454965.644,0.009000000000000001,1.1596,287.5,0.015,11.52629,1.12,0.027999999999999997,89.96,1011.0,247.21,13.6,0.632,0.105,0.0,0.0,4670.0,4.635,0.06,0.682,0.7609999999999999,4.165,19.743,20.4,2,660,0.002,-0.002,4.589e-06,-4.589e-06,18.4,-18.4,0.062,-0.062,0.46,-0.009000000000000001,0.001,-0.000258,6.2,-6.2,0.08,-0.03,93.0,-93.0,0.012,-0.048,0.15,-0.15,0.048,-0.021,-0.046,0.027000000000000003,59.27,-32.94,5.24604,-4.0814699999999995
K00670.01,CONFIRMED,Kepler-641 b,9.48965527,171.92604,2455004.926,0.795,3.5869999999999997,262.2,0.016,0.44261000000000006,2.16,0.08800000000000001,86.44,926.0,173.79,12.82,0.419,0.256,0.0,0.0,5672.0,4.279,0.2,1.204,1.005,6.773,35.765,42.5,1,140,0.002,-0.002,2.509e-05,-2.509e-05,7.2,-7.2,0.061,-0.061,0.098,-0.5489999999999999,8.2e-05,-0.002,5.7,-5.7,0.35,-0.34,114.0,-114.0,0.156,-0.10400000000000001,0.15,-0.15,0.193,-0.193,-0.06,0.075,79.56999999999998,-60.81,1.18065,-0.01966
K06813.01,FALSE POSITIVE,,2.19642864,133.4945,2454966.495,0.004,4.933,99.5,0.009000000000000001,0.1655,0.79,0.032,89.94,1193.0,477.24,3.48,0.45299999999999996,0.233,0.0,0.0,5376.0,4.5760000000000005,-0.02,0.8059999999999999,0.897,3.49,9.579,11.8,1,515,0.025,-0.025,5.741e-05,-5.741e-05,10.0,-10.0,0.606,-0.606,0.473,-0.004,0.000503,-0.000701,1.4,-1.4,0.14,-0.07,185.0,-185.0,0.03,-0.12,0.25,-0.3,0.14300000000000002,-0.066,-0.10400000000000001,0.07,280.24,-127.54,0.33823000000000003,-0.078
K06814.01,FALSE POSITIVE,,2.19635512,133.515028,2454966.515,0.7020000000000001,9.65516,266552.0,0.59,0.07843,82.04,0.032,75.02,1793.0,2448.43,2.714,0.29,0.3,0.0,0.0,6438.0,4.1819999999999995,-0.82,1.273,0.899,1893.396,19598.863,2132.0,1,613,0.00010700000000000001,-0.00010700000000000001,2.87e-07,-2.87e-07,152.0,-152.0,0.006999999999999999,-0.006999999999999999,0.016,-0.021,0.01,-0.012,0.027000000000000003,-0.027000000000000003,19.46,-21.59,174.0,-194.0,0.28600000000000003,-0.154,0.3,-0.3,0.302,-0.335,-0.078,0.11699999999999999,1721.41,-1272.22,0.00079,-0.0012
K01347.01,FALSE POSITIVE,,14.405857436,360.3847471,2455193.385,0.001,5.4850900000000005,30430.6,0.159,1.1487,23.42,0.11699999999999999,90.0,888.0,146.95,23.271,0.353,0.29,0.0,0.0,5945.0,4.196000000000001,-0.02,1.3459999999999999,1.0390000000000001,356.06300000000005,2348.237,2294.1,2,79,4.81e-05,-4.81e-05,9.740000000000001e-07,-9.740000000000001e-07,14.2,-14.2,0.002,-0.002,0.026000000000000002,-0.001,5e-05,-3.3e-05,0.01,-0.01,6.56,-6.56,184.0,-205.0,0.24600000000000002,-0.16399999999999998,0.25,-0.3,0.377,-0.377,-0.138,0.152,125.07,-80.76000000000002,0.00049,-0.0025
K04020.01,FALSE POSITIVE,,0.566803149,131.79596,2454964.796,0.8220000000000001,1.643,246.0,0.016,0.34901,1.93,0.013999999999999999,62.98,2380.0,7612.11,1.81,0.33399999999999996,0.302,0.0,0.0,6147.0,4.435,0.21,1.0959999999999999,1.193,3.799,9.516,52.6,1,1178,0.001,-0.001,9.45e-07,-9.45e-07,5.9,-5.9,0.149,-0.149,0.48700000000000004,-0.165,0.306,-0.006999999999999999,0.429,-0.429,0.53,-0.23,172.0,-215.0,0.048,-0.192,0.2,-0.35,0.301,-0.129,-0.17,0.127,6198.64,-2472.99,0.08274,-0.2227
K00671.01,CONFIRMED,Kepler-208 b,4.22865217,170.74053,2455003.741,0.009000000000000001,3.3275,150.0,0.011000000000000001,1.00597,1.83,0.055,89.94,1379.0,854.59,9.834,0.36700000000000005,0.28600000000000003,0.0,0.0,5966.0,4.169,0.18,1.499,1.213,5.379,34.251999999999995,41.5,4,313,0.002,-0.002,1.075e-05,-1.075e-05,4.0,-4.0,0.063,-0.063,0.434,-0.009000000000000001,0.00035,-0.000205,0.6409999999999999,-0.6409999999999999,0.32,-0.39,107.0,-119.0,0.162,-0.10800000000000001,0.15,-0.15,0.262,-0.321,-0.135,0.098,411.76,-367.68,0.06559,-0.30753
K00671.02,CONFIRMED,Kepler-208 c,7.46662068,132.7755,2454965.775,0.255,3.87,120.9,0.01,1.0167899999999999,1.65,0.08,88.98,1141.0,401.08,14.42,0.36700000000000005,0.28600000000000003,0.0,0.0,5966.0,4.169,0.18,1.499,1.213,4.035,20.354,27.4,4,165,0.004,-0.004,3.411e-05,-3.411e-05,4.7,-4.7,0.10400000000000001,-0.10400000000000001,0.212,-0.255,0.00035,-0.000264,2.9,-2.9,0.29,-0.35,107.0,-119.0,0.162,-0.10800000000000001,0.15,-0.15,0.262,-0.321,-0.135,0.098,193.24,-172.57,0.20646,-0.28058
K00671.03,CONFIRMED,Kepler-208 e,16.25951967,144.53203,2454977.5319999997,0.374,3.8539999999999996,129.5,0.011000000000000001,1.98469,1.72,0.134,89.29,880.0,142.1,30.3,0.36700000000000005,0.28600000000000003,0.0,0.0,5966.0,4.169,0.18,1.499,1.213,3.878,14.354000000000001,19.6,4,72,0.006,-0.006,9.871e-05,-9.871e-05,7.1,-7.1,0.146,-0.146,0.067,-0.374,0.00034500000000000004,-0.000417,12.4,-12.4,0.3,-0.37,107.0,-119.0,0.162,-0.10800000000000001,0.15,-0.15,0.262,-0.321,-0.135,0.098,68.46,-61.14,0.81057,-0.35718
K00671.04,CONFIRMED,Kepler-208 d,11.1317901,134.42272,2454967.423,0.342,4.051,95.5,0.009000000000000001,1.2109299999999998,1.47,0.10400000000000001,89.02,999.0,235.55,19.94,0.36700000000000005,0.28600000000000003,0.0,0.0,5966.0,4.169,0.18,1.499,1.213,3.8489999999999998,12.992,18.2,4,105,0.006,-0.006,8.27e-05,-8.27e-05,5.7,-5.7,0.166,-0.166,0.113,-0.342,0.000303,-0.00042,6.6,-6.6,0.26,-0.31,107.0,-119.0,0.162,-0.10800000000000001,0.15,-0.15,0.262,-0.321,-0.135,0.098,113.49,-101.35,0.40083,-0.30461
K04608.01,FALSE POSITIVE,,0.93479255,131.88578,2454964.886,1.2,4.5838,247.5,0.215,0.0414,24.75,0.018000000000000002,14.74,2040.0,4108.03,1.2409999999999999,0.324,0.298,0.0,0.0,6018.0,4.33,-0.5,1.053,0.8640000000000001,3.42,8.279,78.3,1,1435,0.002,-0.002,1.8219999999999999e-06,-1.8219999999999999e-06,3.9,-3.9,0.09300000000000001,-0.09300000000000001,0.235,-0.109,0.183,-0.161,0.621,-0.621,6.58,-5.38,179.0,-179.0,0.18,-0.18,0.3,-0.3,0.28,-0.22899999999999998,-0.069,0.11800000000000001,3294.06,-1878.69,0.0207,-0.01329
K01939.01,CONFIRMED,Kepler-1021 b,13.47472742,133.48998999999998,2454966.49,0.025,2.5995,729.6,0.024,6.952030000000001,1.96,0.10300000000000001,89.96,634.0,38.21,40.56,0.42100000000000004,0.252,0.0,0.0,5395.0,4.615,-0.34,0.7340000000000001,0.821,5.771,29.436999999999998,25.3,1,98,0.003,-0.003,4.462e-05,-4.462e-05,33.8,-33.8,0.085,-0.085,0.429,-0.025,0.001,-0.0007099999999999999,2.9,-2.9,0.33,-0.15,160.0,-144.0,0.035,-0.105,0.3,-0.3,0.12300000000000001,-0.057,-0.09300000000000001,0.076,20.33,-9.04,0.49606999999999996,-2.5670599999999997
K07808.01,FALSE POSITIVE,,361.526458,339.3304,2455172.33,0.971,6.947,525.1,0.027000000000000003,0.34226,5.7,1.153,89.58,410.0,6.67,133.2,0.235,0.33799999999999997,0.0,0.0,7196.0,4.064,-0.04,1.923,1.5619999999999998,7.016,10.05,14.0,1,4,0.013000000000000001,-0.013000000000000001,0.008,-0.008,46.5,-46.5,0.633,-0.633,0.01,-0.674,0.027999999999999997,-0.006,66.6,-66.6,1.71,-1.4,230.0,-316.0,0.17,-0.17,0.25,-0.35,0.5760000000000001,-0.47100000000000003,-0.259,0.212,6.11,-3.49,21.55562,-0.20434000000000002
K04424.01,CONFIRMED,Kepler-1603 b,2.27164952,131.82601,2454964.826,0.01,4.053999999999999,82.4,0.008,0.30293000000000003,0.97,0.035,89.87,1522.0,1269.46,4.356,0.319,0.302,0.0,0.0,6274.0,4.434,-0.1,1.062,1.115,3.778,10.417,12.7,1,589,0.006999999999999999,-0.006999999999999999,2.105e-05,-2.105e-05,7.6,-7.6,0.196,-0.196,0.452,-0.01,0.000512,-0.000394,0.452,-0.452,0.33,-0.11,174.0,-240.0,0.055999999999999994,-0.22399999999999998,0.25,-0.3,0.361,-0.12,-0.156,0.156,1273.29,-414.95,0.03143,-0.13234
K00205.01,CONFIRMED,Kepler-492 b,11.720123999,142.173999,2454975.174,0.623,3.0039,9763.3,0.094,2.65963,7.94,0.09300000000000001,88.67,660.0,44.89,26.83,0.49,0.207,0.0,0.0,5215.0,4.564,-0.16,0.77,0.792,100.104,749.694,707.3,1,111,0.000109,-0.000109,1.574e-06,-1.574e-06,17.0,-17.0,0.017,-0.017,0.016,-0.026000000000000002,0.00038700000000000003,-0.000773,2.0,-2.0,1.06,-0.71,158.0,-142.0,0.052000000000000005,-0.078,0.3,-0.3,0.10300000000000001,-0.069,-0.07,0.085,20.14,-11.57,0.19552,-0.15615
K02494.01,CONFIRMED,Kepler-1260 b,19.1187425,138.42824,2454971.4280000003,0.74,6.805,217.5,0.015,0.17189000000000002,2.33,0.14400000000000002,87.16,823.0,108.48,14.92,0.413,0.26,0.0,0.0,5862.0,4.148,0.16,1.463,1.097,4.806,15.927,20.5,1,73,0.006999999999999999,-0.006999999999999999,0.00017209999999999998,-0.00017209999999999998,12.1,-12.1,0.217,-0.217,0.212,-0.532,0.003,-0.001,7.2,-7.2,0.37,-0.45,79.0,-79.0,0.17600000000000002,-0.095,0.15,-0.15,0.233,-0.284,-0.08,0.1,45.32,-41.75,0.33155,-0.14445999999999998
K05351.01,FALSE POSITIVE,,35.882272887,165.53256519999996,2454998.5330000003,0.858,3.95004,101231.0,0.397,6.58485,35.21,0.205,89.36,512.0,16.3,76.53,0.373,0.27899999999999997,0.0,0.0,5840.0,4.57,-0.38,0.812,0.898,1019.427,3918.908,3096.9,1,38,3.1e-05,-3.1e-05,1.366e-06,-1.366e-06,28.5,-28.5,0.002,-0.002,0.068,-0.001,0.045,-0.000917,1.6,-1.6,9.67,-2.6,161.0,-161.0,0.035,-0.184,0.3,-0.3,0.223,-0.06,-0.099,0.099,13.23,-3.8,0.13441,-0.04482
K02432.01,CONFIRMED,Kepler-1236 b,31.0572947,147.56275,2454980.563,0.335,3.4010000000000002,636.6,0.023,6.0153,1.85,0.18,89.72,480.0,12.57,67.4,0.42100000000000004,0.252,0.0,0.0,5395.0,4.615,-0.34,0.7340000000000001,0.821,4.229,12.802999999999999,15.8,2,46,0.006,-0.006,0.0002303,-0.0002303,46.6,-46.6,0.19699999999999998,-0.19699999999999998,0.135,-0.335,0.0008869999999999999,-0.001,16.0,-16.0,0.34,-0.14,177.0,-144.0,0.035,-0.11199999999999999,0.3,-0.3,0.132,-0.057,-0.09300000000000001,0.076,7.33,-2.98,1.42835,-2.6996599999999997
K02806.01,CONFIRMED,Kepler-1353 b,24.754384899999998,140.20731999999998,2454973.207,0.7090000000000001,3.39,593.3,0.024,2.15857,2.1,0.153,89.01,491.0,13.7,41.2,0.638,0.102,0.0,0.0,4852.0,4.519,0.2,0.804,0.778,4.224,15.96,18.0,1,55,0.004,-0.004,0.0001365,-0.0001365,38.0,-38.0,0.153,-0.153,0.023,-0.516,0.006,-0.002,16.9,-16.9,0.14,-0.2,144.0,-144.0,0.078,-0.052000000000000005,0.2,-0.3,0.055999999999999994,-0.076,-0.054000000000000006,0.066,3.92,-3.75,3.5443300000000004,-1.91881
K01899.01,CONFIRMED,Kepler-1006 b,19.76169247,135.17793999999998,2454968.1780000003,0.924,3.9097,392.5,0.022000000000000002,0.23256999999999997,2.81,0.146,86.86,791.0,92.38,16.87,0.319,0.302,0.0,0.0,6327.0,4.327,-0.14,1.175,1.064,6.122000000000001,31.456,35.3,2,68,0.003,-0.003,6.983e-05,-6.983e-05,11.8,-11.8,0.087,-0.087,0.032,-0.639,0.001,-0.003,8.3,-8.3,0.94,-0.62,291.0,-542.0,0.158,-0.193,0.3,-0.3,0.389,-0.259,-0.17300000000000001,0.212,103.55,-53.14,2.97434,-0.12261
K01899.02,CANDIDATE,,10.5226374,140.0656,2454973.066,0.8059999999999999,3.864,68.9,0.008,0.34444,1.08,0.096,86.34,976.0,213.96,12.63,0.319,0.302,0.0,0.0,6327.0,4.327,-0.14,1.175,1.064,2.7910000000000004,8.741,8.9,2,123,0.015,-0.015,0.0001833,-0.0001833,9.5,-9.5,0.41600000000000004,-0.41600000000000004,0.151,-0.5870000000000001,0.002,-0.0008640000000000001,6.3,-6.3,0.36,-0.24,291.0,-542.0,0.158,-0.193,0.3,-0.3,0.389,-0.259,-0.17300000000000001,0.212,239.81,-123.08,1.88704,-0.30422
K06815.01,FALSE POSITIVE,,26.718417545999998,138.05180330000002,2454971.0519999997,1.069,8.14155,72975.7,0.475,0.44035,66.69,0.168,87.6,727.0,65.88,25.518,0.327,0.295,0.0,0.0,5957.0,4.168,-0.42,1.286,0.888,1069.647,4569.121,2173.1,1,50,9.29e-05,-9.29e-05,2.8639999999999996e-06,-2.8639999999999996e-06,38.5,-38.5,0.004,-0.004,0.013000000000000001,-0.015,0.011000000000000001,-0.01,0.078,-0.078,19.71,-21.68,196.0,-196.0,0.3,-0.175,0.3,-0.3,0.38,-0.418,-0.087,0.13,59.97,-39.63,0.00134,-0.00312
K08132.01,FALSE POSITIVE,,381.85852,458.81300000000005,2455291.813,0.024,16.121,362.9,0.017,0.80777,8.3,1.047,89.99,453.0,9.93,184.0,0.524,0.187,0.0,0.0,4959.0,3.155,-0.26,4.486000000000001,1.0490000000000002,5.8420000000000005,7.188,16.0,1,3,0.019,-0.019,0.013999999999999999,-0.013999999999999999,26.8,-26.8,0.836,-0.836,0.445,-0.024,0.001,-0.000709,10.7,-10.7,1.11,-0.56,111.0,,0.03,-0.03,0.25,-0.25,0.601,-0.3,-0.12300000000000001,0.307,4.02,-1.95,0.04695,-0.42844
K02215.01,FALSE POSITIVE,,22.042595300000002,134.1281,2454967.128,1.1909999999999998,61.2018,348.0,0.209,9e-05,28.78,0.151,25.78,760.0,78.84999999999998,1.3219999999999998,0.34299999999999997,0.292,0.0,0.0,5974.0,4.216,-0.24,1.26,0.953,5.626,22.846999999999998,90.4,1,64,0.01,-0.01,0.0003503,-0.0003503,6.5,-6.5,0.0,0.0,0.428,-0.528,0.191,-0.192,0.642,-0.642,7.83,-7.83,189.0,-210.0,0.258,-0.172,0.3,-0.3,0.34299999999999997,-0.34299999999999997,-0.109,0.145,65.7,-42.66,0.00131,-0.00091
K00312.01,CONFIRMED,Kepler-136 b,11.57890926,175.58603,2455008.586,0.359,2.7207,243.4,0.013999999999999999,4.1443,2.06,0.106,89.33,951.0,193.48,30.85,0.32899999999999996,0.302,0.0,0.0,6156.0,4.284,0.14,1.3030000000000002,1.193,8.81,56.458999999999996,54.8,2,119,0.001,-0.001,1.793e-05,-1.793e-05,4.9,-4.9,0.039,-0.039,0.091,-0.359,0.000225,-0.000368,9.5,-9.5,0.36,-0.27,111.0,-136.0,0.099,-0.121,0.15,-0.15,0.22899999999999998,-0.171,-0.09699999999999999,0.086,93.81,-59.93,1.28144,-0.56553
K00312.02,CONFIRMED,Kepler-136 c,16.39926461,131.96806,2454964.9680000003,0.115,3.4108,220.8,0.013999999999999999,3.5611099999999998,1.94,0.134,89.82,847.0,121.53,36.99,0.32899999999999996,0.302,0.0,0.0,6156.0,4.284,0.14,1.3030000000000002,1.193,9.411,44.756,46.4,2,82,0.002,-0.002,3.373e-05,-3.373e-05,5.2,-5.2,0.053,-0.053,0.335,-0.115,0.000391,-0.00023700000000000001,1.7,-1.7,0.34,-0.26,111.0,-136.0,0.099,-0.121,0.15,-0.15,0.22899999999999998,-0.171,-0.09699999999999999,0.086,58.92,-37.65,0.16846,-1.2798
K00064.01,CANDIDATE,,1.9510822190000001,157.54316,2454990.543,0.925,1.6975,1151.8,0.039,0.38477,10.35,0.033,77.46,2005.0,3822.26,4.26,0.504,0.2,0.0,0.0,5302.0,3.7680000000000002,0.0,2.426,1.258,18.173,248.481,30.1,1,687,0.002,-0.002,3.888e-06,-3.888e-06,45.8,-45.8,0.053,-0.053,0.028999999999999998,-0.721,0.002,-0.008,2.1,-2.1,0.77,-1.25,71.0,-87.0,0.06,-0.045,0.1,-0.1,0.18100000000000002,-0.293,-0.151,0.07,832.84,-1056.73,5.280130000000001,-0.20431
K02879.01,FALSE POSITIVE,,0.33906975100000003,131.86956999999998,2454964.87,0.958,1.1516,53.2,0.009000000000000001,0.29065,2.09,0.01,37.61,3653.0,41863.05,1.209,0.396,0.268,0.0,0.0,5653.0,3.846,0.02,2.1830000000000003,1.216,3.5810000000000004,18.127,38.2,1,1971,0.001,-0.001,4.2299999999999996e-07,-4.2299999999999996e-07,1.8,-1.8,0.032,-0.032,0.001,-0.6779999999999999,9.5e-05,-0.002,0.575,-0.575,0.48,-1.11,169.0,-152.0,0.56,-0.14,0.25,-0.25,0.496,-1.158,-0.28300000000000003,0.131,29068.87,-33587.02,1.9352599999999998,-0.01762
K08133.01,FALSE POSITIVE,,455.77076435,338.7923743,2455171.792,0.802,5.1149,341.1,0.019,7.12978,5.34,1.339,89.89,419.0,7.28,427.796,0.27399999999999997,0.319,0.0,0.0,6785.0,3.7880000000000003,-0.14,2.623,1.5419999999999998,7.735,7.694,11.6,1,3,,,,,,,,,,,0.0,0.0,,,0.96,-1.78,190.0,-238.0,0.285,-0.095,0.3,-0.25,0.47100000000000003,-0.875,-0.28300000000000003,0.23199999999999998,4.02,-4.48,0.0,0.0
K02920.01,CONFIRMED,Kepler-1386 b,6.73968289,132.29296000000002,2454965.293,0.662,4.183,142.0,0.011000000000000001,0.35113,1.48,0.068,85.98,1011.0,246.9,9.45,0.46,0.22899999999999998,0.0,0.0,5511.0,4.261,0.14,1.176,0.92,4.055,12.499,15.4,1,204,0.008,-0.008,6.397e-05,-6.397e-05,10.7,-10.7,0.192,-0.192,0.021,-0.49700000000000005,0.003,-0.000813,4.1,-4.1,0.23,-0.26,82.0,-71.0,0.168,-0.11199999999999999,0.15,-0.1,0.183,-0.203,-0.039,0.066,102.89,-86.42,0.45227,-0.32342
K07810.01,FALSE POSITIVE,,308.25523799999996,282.4555,2455115.456,0.018000000000000002,11.959000000000001,637.1,0.022000000000000002,1.62342,18.98,1.0759999999999998,89.99,576.0,26.05,201.3,0.614,0.126,0.0,0.0,4852.0,2.8960000000000004,0.04,7.797000000000001,1.742,5.257000000000001,7.7379999999999995,13.8,1,4,0.016,-0.016,0.009000000000000001,-0.009000000000000001,53.0,-53.0,0.528,-0.528,0.431,-0.017,0.002,-0.0009960000000000001,28.2,-28.2,1.27,-4.07,83.0,-131.0,0.03,-0.03,0.2,-0.25,0.523,-1.672,-0.652,0.217,5.69,-11.64,0.22762,-0.63826
K03353.01,CONFIRMED,Kepler-1477 b,11.55532445,134.12977,2454967.13,0.96,3.4989999999999997,250.0,0.019,0.09325,1.7,0.091,83.66,674.0,48.88,8.7,0.49700000000000005,0.204,0.0,0.0,5149.0,4.506,-0.14,0.8029999999999999,0.755,4.253,14.372,16.1,1,113,0.005,-0.005,7.61e-05,-7.61e-05,17.8,-17.8,0.121,-0.121,0.033,-0.7,0.00033999999999999997,-0.005,4.3,-4.3,0.21,-0.18,153.0,-153.0,0.09300000000000001,-0.085,0.3,-0.3,0.09699999999999999,-0.08800000000000001,-0.057,0.106,20.15,-14.53,3.60779,-0.07951
K03433.01,CANDIDATE,,34.08429351,152.06766000000002,2454985.068,1.28,1.3521,3746.0,0.358,10.899560000000001,36.05,0.19399999999999998,89.16,506.0,15.46,87.5,0.517,0.191,0.0,0.0,5252.0,4.428,0.1,0.922,0.83,8.658,29.085,28.7,1,31,0.002,-0.002,5.823e-05,-5.823e-05,157.0,-157.0,0.078,-0.078,32.01,-1.095,31.988000000000003,-1.0759999999999998,43.6,-43.6,10.79,-4.96,174.0,-158.0,0.14300000000000002,-0.287,0.25,-0.25,0.276,-0.127,-0.066,0.098,14.28,-5.29,722.4408599999999,-4.64164
K01907.01,CONFIRMED,Kepler-1009 b,11.35010642,134.04612,2454967.046,0.035,2.2792,1221.0,0.031,8.85324,1.75,0.08,89.95,403.0,6.25,39.21,0.505,0.242,0.0,0.0,3597.0,4.734,0.4,0.514,0.522,6.308,33.786,38.3,1,116,0.002,-0.002,2.163e-05,-2.163e-05,36.6,-36.6,0.054000000000000006,-0.054000000000000006,0.39799999999999996,-0.035,0.001,-0.00063,2.5,-2.5,0.09,-0.17,72.0,-86.0,0.052000000000000005,-0.017,0.05,-0.15,0.026000000000000002,-0.051,-0.046,0.031,1.21,-1.65,0.56862,-2.77545
