KOI Name,Predicted Disposition,Probability,Period (days),T0 (BJD-2454833),Duration (hr),Impact,R_p/R*,Kepler ID
K04581.01,FALSE POSITIVE,0.46976295,6.0059966,133.404,3.096,0.135,0.006,2572029
K03980.01,FALSE POSITIVE,0.46958393,0.469334634,131.736456,0.8864,0.95,0.022000000000000002,6750902
K04506.01,FALSE POSITIVE,0.46933648,5.60473115,131.62861,2.885,0.221,0.013000000000000001,4545570
K01671.01,FALSE POSITIVE,0.46928176,1.480283464,134.37254,2.4859999999999998,0.057999999999999996,0.006999999999999999,5195172
K04377.01,FALSE POSITIVE,0.46908695,19.875135500000006,148.3935,8.041,0.919,0.011000000000000001,4945764
K07432.01,FALSE POSITIVE,0.46895155,13.153840900000002,143.31,11.56,0.39,0.009000000000000001,11286311
K03027.01,FALSE POSITIVE,0.46884292,6.07032548,135.30933000000002,1.341,0.45399999999999996,0.016,11137180
K01942.01,FALSE POSITIVE,0.46864325,10.84969477,136.74432,3.4739999999999998,0.55,0.031,2832589
K02992.01,FALSE POSITIVE,0.46820983,82.65951740000001,152.6726,3.48,0.579,0.034,8509442
K03236.01,FALSE POSITIVE,0.46795765,7.13044117,135.594,2.5660000000000003,0.068,0.005,7902003
K04849.01,FALSE POSITIVE,0.4679349,3.19938075,133.01116000000002,1.761,0.268,0.008,2976017
K04456.01,FALSE POSITIVE,0.4674601,7.4299322,138.7701,4.013,0.826,0.013000000000000001,3557560
K02294.01,FALSE POSITIVE,0.46692666,131.485184,177.48748999999995,5.294,0.578,0.022000000000000002,6934986
K02582.01,FALSE POSITIVE,0.4666838,40.030626700000006,148.85882,4.815,0.322,0.013000000000000001,11771430
K00760.01,FALSE POSITIVE,0.4663691,4.959319244,172.2585292,2.22739,0.831,0.10300000000000001,11138155
K07215.01,FALSE POSITIVE,0.46619138,3.90735046,133.7385,2.8960000000000004,0.08800000000000001,0.009000000000000001,9651602
K06994.01,FALSE POSITIVE,0.46609575,4.25907841,135.5815,4.513,0.36200000000000004,0.005,8227464
K01246.01,FALSE POSITIVE,0.46592957,19.03723442,148.55057,3.3882,0.033,0.018000000000000002,6441738
K04047.01,FALSE POSITIVE,0.4656388,1.39862757,132.65615,9.625,0.617,0.006,9655005
K04144.01,FALSE POSITIVE,0.4655253,0.48765627799999994,132.16692,1.0129,0.037000000000000005,0.01,3112129
K06557.01,FALSE POSITIVE,0.46523422,6.63448023,137.0694,3.603,0.11599999999999999,0.008,5295206
K04725.01,FALSE POSITIVE,0.46519342,7.28171395,137.30085,1.723,0.956,0.013000000000000001,7778621
K02363.01,FALSE POSITIVE,0.46508604,3.13877646,133.65614,1.6663,0.436,0.012,7987866
K06120.01,FALSE POSITIVE,0.46473226,90.097375,143.8471,12.697000000000001,0.042,0.015,4742420
K03913.01,FALSE POSITIVE,0.4645098,0.5828954120000001,131.621083,1.0528,1.011,0.053,10281221
K08039.01,FALSE POSITIVE,0.46432483,43.9438891,144.143,5.26,0.523,0.012,11032748
K04346.01,FALSE POSITIVE,0.46391863,6.39269778,135.6101,2.138,0.011000000000000001,0.012,9509343
K02603.01,FALSE POSITIVE,0.4638,73.711039,202.7848,10.062000000000001,0.284,0.011000000000000001,2443393
K01408.01,FALSE POSITIVE,0.46350086,14.53410833,145.42643,3.3094,0.7659999999999999,0.023,9150827
K04605.01,FALSE POSITIVE,0.46317893,7.785911099999999,137.8734,7.7879999999999985,0.675,0.006999999999999999,12458605
K03483.01,FALSE POSITIVE,0.46312383,82.331756,133.0814,8.664,0.027000000000000003,0.015,3101923
K06777.01,FALSE POSITIVE,0.46287876,13.4450174,137.24788,2.1180000000000003,0.531,0.013000000000000001,6859546
K07940.01,FALSE POSITIVE,0.46276525,188.881049,280.06822,1.49,0.504,0.017,9521317
K03681.02,FALSE POSITIVE,0.46194005,10.51421162,134.56738,3.877,0.877,0.01,2581316
K03089.01,FALSE POSITIVE,0.46151292,0.858546796,132.14428999999998,1.1,0.24100000000000002,0.009000000000000001,7668416
K00566.02,FALSE POSITIVE,0.46115276,14.1573717,135.5991,3.786,0.138,0.01,7119481
K03104.01,FALSE POSITIVE,0.46091324,1.236866732,132.1776,1.242,0.982,0.018000000000000002,11518201
K05458.01,FALSE POSITIVE,0.46071383,56.648588000000004,168.47002,4.534,0.769,0.026000000000000002,8007174
K04691.01,FALSE POSITIVE,0.4605689,3.3879165,133.93645,1.818,0.11699999999999999,0.008,9773980
K08033.01,FALSE POSITIVE,0.4601368,362.13187,369.541,5.59,0.397,0.027000000000000003,10844823
K03425.01,FALSE POSITIVE,0.45976126,20.034708,145.4541,6.49,0.193,0.01,9117416
K04622.02,FALSE POSITIVE,0.4596619000000001,4.50158249,134.1153,1.855,0.016,0.012,11284772
K05692.01,FALSE POSITIVE,0.45940176,2.64181261,132.53191999999999,2.127,0.608,0.008,9575728
K08253.01,FALSE POSITIVE,0.45932922,400.11482,316.2642,12.37,0.066,0.01,5098334
K04060.01,FALSE POSITIVE,0.45928043,225.26212999999998,224.9887,14.459000000000001,0.349,0.018000000000000002,9086154
K03094.01,FALSE POSITIVE,0.45915332,4.5770016,132.09921,0.9490000000000001,0.327,0.025,12352520
K03355.01,FALSE POSITIVE,0.4590154,16.2953228,144.7982,4.882,0.5870000000000001,0.013999999999999999,9221528
K02862.01,FALSE POSITIVE,0.45873904,24.575252399999997,144.18323999999996,2.258,0.489,0.028999999999999998,6679295
K06705.01,FALSE POSITIVE,0.45865446,0.9951412,131.5268,5.587999999999999,0.998,0.018000000000000002,6423922
K07437.01,FALSE POSITIVE,0.45802176,1.9997243999999998,131.93045,1.976,0.37,0.009000000000000001,11296724
K05336.01,FALSE POSITIVE,0.4577925,265.741374,167.0573,18.078,0.652,0.016,6934045
K04614.01,FALSE POSITIVE,0.4575797,6.4546845,135.5436,3.071,0.93,0.009000000000000001,7583650
K04427.01,FALSE POSITIVE,0.4575045,147.661729,243.95262000000002,6.2070000000000025,0.002,0.03,4172805
K06731.01,FALSE POSITIVE,0.45696718,3.84615171,133.3817,2.24,0.153,0.011000000000000001,6551106
K04875.01,FALSE POSITIVE,0.45662105,0.912179022,131.81174,1.3319999999999999,0.038,0.011000000000000001,2986833
K04084.03,FALSE POSITIVE,0.456613,8.19619768,135.10435,2.109,0.7809999999999999,0.013999999999999999,3937814
K04357.01,FALSE POSITIVE,0.45654607,0.681180633,131.63459,0.8844,0.31,0.011000000000000001,3550372
K02666.01,FALSE POSITIVE,0.4565078,64.034363,159.0432,9.174,0.985,0.040999999999999995,5342061
K02421.01,FALSE POSITIVE,0.45563105,2.27050106,133.54216,1.903,0.473,0.01,8838950
K07072.01,FALSE POSITIVE,0.45526597,15.3902613,140.8602,3.431,0.231,0.008,8624860
K06355.01,FALSE POSITIVE,0.4552227,4.37198905,131.90923,2.177,0.177,0.009000000000000001,3748855
K02094.01,FALSE POSITIVE,0.45515385,42.426964700000006,156.17193999999995,5.907,0.9620000000000001,0.031,8505920
K01694.01,FALSE POSITIVE,0.4551077,3.6903170469999997,131.542094,1.3784,1.151,0.17600000000000002,6699368
K02037.02,FALSE POSITIVE,0.4550664000000001,5.47715718,352.84857,1.3849,0.244,0.021,9634821
K04548.01,FALSE POSITIVE,0.45491955,61.083321999999995,132.494,10.395999999999999,0.649,0.015,3223433
K03823.01,FALSE POSITIVE,0.45463398,202.1168173,292.05064,4.683,0.9059999999999999,0.057999999999999996,4820550
K04774.01,FALSE POSITIVE,0.45440802,51.567801,168.873,5.513999999999999,0.5539999999999999,0.013999999999999999,4277304
K04632.01,FALSE POSITIVE,0.4537100000000001,40.0691482,143.73713,2.928,1.125,0.159,6070337
K05331.01,FALSE POSITIVE,0.45367974,31.5034587,159.9712,3.315,0.053,0.013000000000000001,6869373
K07953.01,FALSE POSITIVE,0.45307976,432.96905,186.7367,20.76,0.4,0.015,9650579
K04906.01,FALSE POSITIVE,0.45265687,4.8608059,135.76776,1.966,0.374,0.015,9479306
K04895.01,FALSE POSITIVE,0.452209,12.460564999999999,139.2206,3.903,0.015,0.011000000000000001,12416597
K03361.01,FALSE POSITIVE,0.45216465,65.94078689999999,231.97155,7.776,0.332,0.022000000000000002,6619815
K03112.01,FALSE POSITIVE,0.45216236,2.118893997,132.8042,0.8220000000000001,0.019,0.016,7022573
K06957.01,FALSE POSITIVE,0.45176744,1.48062814,131.51535,2.898,0.479,0.006999999999999999,8042644
K04871.01,FALSE POSITIVE,0.45060277,4.08197713,132.10953,2.943,0.32799999999999996,0.005,6767227
K04298.01,FALSE POSITIVE,0.4501903,2.89494709,132.62547,3.2539999999999996,0.191,0.006,2852941
K02082.01,FALSE POSITIVE,0.44987836,31.5888979,155.61538000000004,3.438,0.19399999999999998,0.017,9472000
K02543.01,FALSE POSITIVE,0.44975343,1.302017467,131.93696,1.3692,0.28600000000000003,0.015,12469800
K04208.01,FALSE POSITIVE,0.44971213,3.05772668,133.06691999999998,1.819,0.006999999999999999,0.015,5129453
K04808.01,FALSE POSITIVE,0.44955492,2.40174996,131.7811,1.413,0.47,0.015,9419020
K06978.01,FALSE POSITIVE,0.4495015000000001,3.07551068,134.46857,1.683,0.005,0.006,8145958
K04557.01,FALSE POSITIVE,0.44938523,5.75651958,136.97726,2.309,0.247,0.006999999999999999,10257229
K00945.02,FALSE POSITIVE,0.4491924,40.715561,146.36485,6.894,0.008,0.024,9605514
K04123.01,FALSE POSITIVE,0.4490108,44.6226725,137.942,12.974,0.9309999999999999,0.013000000000000001,6140059
K02401.01,FALSE POSITIVE,0.4486196,38.2292037,166.01191,3.8930000000000002,0.5710000000000001,0.023,10336951
K02125.01,FALSE POSITIVE,0.44858962,23.359358899999997,144.01826,5.388999999999999,0.94,0.027000000000000003,9405595
K05410.01,FALSE POSITIVE,0.44853503,24.152786399999997,146.4101,4.4510000000000005,0.175,0.008,7662502
K01936.01,FALSE POSITIVE,0.44823617,1.3396702409999999,132.16786000000002,1.895,0.602,0.005,4945877
K02553.01,FALSE POSITIVE,0.44792366,88.07127690000002,214.51304,6.757999999999999,0.34700000000000003,0.027000000000000003,9832208
K04595.01,FALSE POSITIVE,0.4476146,0.597018404,131.71277,0.4778,0.44,0.016,12265786
K02638.01,FALSE POSITIVE,0.44758332,2.524017517,133.85946,1.1968,0.077,0.016,6211812
K02554.01,FALSE POSITIVE,0.44717506,39.7557642,150.60745,1.9580000000000002,1.219,0.24600000000000002,10471621
K02357.01,FALSE POSITIVE,0.4471025,2.42088277,133.57809,2.812,0.22699999999999998,0.013999999999999999,7449554
K03248.01,FALSE POSITIVE,0.44699872,6.91261536,132.15638,2.359,0.6559999999999999,0.006,10917433
K04216.01,FALSE POSITIVE,0.44681317,0.492291661,132.393012,0.894,0.9570000000000001,0.044000000000000004,6187341
K00914.01,FALSE POSITIVE,0.44622812,3.8866552239999996,169.73814,3.1646,0.649,0.023,8552202
K05224.01,FALSE POSITIVE,0.44607672,171.02869099999995,301.7487,11.784,0.26,0.018000000000000002,6025174
K04528.01,FALSE POSITIVE,0.44599152,8.31224474,139.67706,2.6630000000000003,1.111,0.11900000000000001,7833305
K06793.01,FALSE POSITIVE,0.44587266,3.62657392,133.57658,1.791,0.306,0.009000000000000001,6947623
K04963.01,FALSE POSITIVE,0.44569713,59.4037839,159.80356,10.041,0.94,0.012,3101178
K04992.01,FALSE POSITIVE,0.44551614,12.5747207,142.34553,2.8960000000000004,0.588,0.017,3553900
K02091.01,FALSE POSITIVE,0.44522,8.77997349,138.48383,3.2201,0.48100000000000004,0.025,5705819
K02569.01,FALSE POSITIVE,0.44460374,8.28157072,136.25775,3.1,0.042,0.011000000000000001,8247770
K04885.01,FALSE POSITIVE,0.4445492999999999,9.33955596,138.11016,2.0580000000000003,0.985,0.022000000000000002,9935642
K07843.01,FALSE POSITIVE,0.44417435,0.619023176,131.92817,1.496,0.387,0.008,7613620
K02551.01,FALSE POSITIVE,0.4440133,16.4793229,142.94163,3.312,0.263,0.02,11361283
K02853.01,FALSE POSITIVE,0.44375047,1.4070201180000002,131.60897,1.3766,0.16699999999999998,0.012,12602314
K07345.01,FALSE POSITIVE,0.44320166,377.501257,278.8375,11.98,0.033,0.021,10586619
K06164.01,FALSE POSITIVE,0.44310534,29.5126153,134.7234,6.314,0.188,0.012,7835312
K02462.01,FALSE POSITIVE,0.44304645,12.14684625,131.55623,6.197,0.687,0.008,5042210
K04643.01,FALSE POSITIVE,0.4430419,5.59346375,131.50752,1.6680000000000001,0.079,0.013999999999999999,11655826
K01648.01,FALSE POSITIVE,0.44289503,38.3262237,142.08401,3.073,0.963,0.025,11177543
K04766.01,FALSE POSITIVE,0.44274253,5.56676609,132.49956,1.8119999999999998,0.392,0.012,4919550
K04748.01,FALSE POSITIVE,0.4426933,6.64754478,137.13371,1.9609999999999999,0.235,0.016,11513486
K08263.01,FALSE POSITIVE,0.44262123,280.55544,308.0323,12.757,0.031,0.018000000000000002,6356506
K02469.01,FALSE POSITIVE,0.4424025,131.187921,172.3923,6.905,0.069,0.027000000000000003,6149910
K04896.01,FALSE POSITIVE,0.44217664,19.5945772,150.1394,6.77,0.389,0.011000000000000001,11135694
K04551.01,FALSE POSITIVE,0.44212312,14.7179342,135.6498,5.843999999999999,0.7040000000000001,0.011000000000000001,11769689
K03500.02,FALSE POSITIVE,0.4416100000000001,4.7482669,135.8003,4.947,0.6729999999999999,0.006,6058816
K03878.02,FALSE POSITIVE,0.4415512,15.3573445,132.60166,1.6340000000000001,0.966,0.013000000000000001,4472818
K00616.01,FALSE POSITIVE,0.44124335,1.4333396040000002,169.85606,1.3665,0.902,0.019,9714696
K04009.02,FALSE POSITIVE,0.44120917,77.79271799999998,190.1476,6.08,0.5760000000000001,0.016,8934103
K03007.01,FALSE POSITIVE,0.44065356,11.191619900000001,138.04258000000002,2.1,0.895,0.013999999999999999,10190075
K07479.01,FALSE POSITIVE,0.44045082,7.1969168,133.4145,4.525,0.502,0.006,11773625
K02106.01,FALSE POSITIVE,0.43966508,9.75374033,134.06014,2.3480000000000003,0.295,0.019,12017109
K06921.01,FALSE POSITIVE,0.43917528,6.87778029,133.04176,3.199,0.08,0.01,7816935
K06765.01,FALSE POSITIVE,0.43891883,13.05609,140.7128,3.498,0.09699999999999999,0.012,6768616
K02393.01,FALSE POSITIVE,0.4384745,4.60300256,133.22313,2.6848,0.07200000000000001,0.015,4665571
K06132.03,FALSE POSITIVE,0.4384272,11.867172,142.985,4.815,0.001,0.022000000000000002,5629353
K07703.01,FALSE POSITIVE,0.4381297000000001,413.51856000000004,374.3587,10.395,0.019,0.018000000000000002,4742188
K07954.01,FALSE POSITIVE,0.43785903,372.15035,453.6928,21.23,0.259,0.02,9650762
K04750.01,FALSE POSITIVE,0.43772352,36.721576,151.2481,7.757999999999999,0.09699999999999999,0.021,5308296
K02828.02,FALSE POSITIVE,0.43759754,505.462916,458.07755,10.127,0.489,0.038,6436029
K01527.01,FALSE POSITIVE,0.43717527,192.667139,162.87962,5.443,0.9109999999999999,0.038,7768451
K00555.02,FALSE POSITIVE,0.43717074,86.49437039999998,181.88967,7.471,0.741,0.031,5709725
K04205.01,FALSE POSITIVE,0.43689328,1.166960319,131.64332,1.6823,0.033,0.009000000000000001,3450040
K08026.01,FALSE POSITIVE,0.43666175,7.7529342,137.4877,5.072,0.449,0.008,10536241
K02248.01,FALSE POSITIVE,0.43652874,2.81814715,132.25336000000001,1.7630000000000001,0.305,0.015,11030475
K01429.01,FALSE POSITIVE,0.43647742,205.912735,252.74129,9.992,0.196,0.044000000000000004,11030711
K05625.01,FALSE POSITIVE,0.43617466,116.45431200000002,161.9891,15.825999999999999,0.006,0.040999999999999995,9147012
K04655.01,FALSE POSITIVE,0.4359426,17.543847,138.9151,5.9479999999999995,0.579,0.013000000000000001,2558163
K04180.01,FALSE POSITIVE,0.43551546,1.121634781,132.31311000000002,1.155,0.409,0.008,6938264
K02361.01,FALSE POSITIVE,0.4351424,5.78387049,135.5798,1.3966,0.22699999999999998,0.019,11566256
K05482.01,FALSE POSITIVE,0.43502152,31.707574649,138.2539898,7.6771,0.9229999999999999,0.031,8158429
K02096.01,FALSE POSITIVE,0.43477365,9.76293284,139.15802,3.0639999999999996,0.499,0.022000000000000002,9307509
K06666.01,FALSE POSITIVE,0.43371162,1.118510435,131.60882,1.111,0.251,0.008,6128245
K02801.01,FALSE POSITIVE,0.4336118,6.99205021,138.05147,5.037,0.9440000000000001,0.006999999999999999,5905822
K04698.01,FALSE POSITIVE,0.43355992,8.5275894,137.2755,2.9589999999999996,0.311,0.01,10663738
K04763.01,FALSE POSITIVE,0.4334403,56.446465,170.59,7.371,0.8740000000000001,0.013000000000000001,8349399
K07416.01,FALSE POSITIVE,0.43336436,37.4646974,138.6533,4.954,0.2,0.006999999999999999,11187972
K03448.01,FALSE POSITIVE,0.43324968,32.510844,136.62491,3.2539999999999996,0.42100000000000004,0.018000000000000002,3348216
K02811.01,FALSE POSITIVE,0.43321493,1.35477049,131.64321,1.618,0.24,0.011000000000000001,6370120
K05321.01,FALSE POSITIVE,0.43281677,215.634356,230.7211,15.097000000000001,0.002,0.011000000000000001,6721603
K05179.01,FALSE POSITIVE,0.43238884,1.049468616,132.26871,4.848,0.731,0.005,5563057
K02958.01,FALSE POSITIVE,0.43190485,31.608437100000003,134.68285,3.675,0.022000000000000002,0.017,10597693
K04526.01,FALSE POSITIVE,0.43166786,30.539293100000005,156.7026,6.8870000000000005,0.045,0.019,3765917
K05288.01,FALSE POSITIVE,0.4310634,29.5632952,158.22503999999995,1.5619999999999998,0.154,0.021,6511182
K01917.01,FALSE POSITIVE,0.43101925,35.01190875,150.37126,2.8680000000000003,0.927,0.024,10074466
K06641.01,FALSE POSITIVE,0.43098092,1.4009036990000001,131.84562,0.883,0.196,0.011000000000000001,5966732
K04597.01,FALSE POSITIVE,0.43095195,4.82025124,134.81355,2.129,0.5379999999999999,0.009000000000000001,10873178
K03128.01,FALSE POSITIVE,0.43025702,21.236002399999997,149.88083,4.019,0.205,0.009000000000000001,7609674
K02849.01,FALSE POSITIVE,0.42989296,5.95958637,135.00822,2.8989999999999996,0.26,0.01,10064256
K04837.01,FALSE POSITIVE,0.4297886,5.38613715,133.95782,1.943,0.19699999999999998,0.012,5645170
K01399.01,FALSE POSITIVE,0.42965323,8.75059775,358.24233,2.8288,0.33,0.027000000000000003,9100484
K02404.01,FALSE POSITIVE,0.42939925,2.10081629,132.26789,2.8182,0.9790000000000001,0.016,6364215
K05440.01,FALSE POSITIVE,0.42931795,74.62406300000002,194.3704,8.881,0.019,0.017,7888863
K07007.01,FALSE POSITIVE,0.4291454000000001,0.8002632190000001,132.06683999999998,0.7290000000000001,0.16,0.012,8283875
K01754.01,FALSE POSITIVE,0.42886537,15.13590453,146.58371,2.2359999999999998,0.46,0.015,8651389
K00319.01,FALSE POSITIVE,0.42832714,46.15119482,176.626026,6.3427,0.904,0.047,8684730
K04637.01,FALSE POSITIVE,0.42820624,4.37992345,133.99121,4.949,0.728,0.004,9457728
K07252.01,FALSE POSITIVE,0.42793047,10.217058900000001,139.1299,2.259,0.132,0.01,9909965
K04067.01,FALSE POSITIVE,0.42783356,9.6887216,131.8295,2.0,0.11800000000000001,0.024,5530112
K04007.01,FALSE POSITIVE,0.4276083,11.492711199999999,133.3086,7.7639999999999985,1.212,0.228,8376848
K02963.02,FALSE POSITIVE,0.42758554,7.35101287,133.63951,2.7569999999999997,0.608,0.01,8760040
K04331.01,FALSE POSITIVE,0.42743564,1.7178598409999999,132.92612,0.9079999999999999,0.35,0.008,5096053
K08111.01,FALSE POSITIVE,0.427353,359.33831000000015,152.5082,18.566,0.17600000000000002,0.027999999999999997,5955197
K07258.01,FALSE POSITIVE,0.42706627,2.4376438,132.1228,1.587,0.11199999999999999,0.005,9943009
K04504.01,FALSE POSITIVE,0.42703748,4.13029832,133.5272,2.461,0.040999999999999995,0.016,6520753
K04575.01,FALSE POSITIVE,0.42656258,201.325036,174.7724,14.4,0.597,0.011000000000000001,9893468
K01112.01,FALSE POSITIVE,0.42612603,37.8102649,158.35799,8.732999999999999,0.061,0.022000000000000002,3109930
K06878.01,FALSE POSITIVE,0.42502218,2.4056253030000003,133.14221,0.6283,0.467,0.012,7447895
K07520.01,FALSE POSITIVE,0.42460257,3.14735789,133.3871,3.6430000000000002,0.03,0.006,12304728
K05310.01,FALSE POSITIVE,0.42454657,22.2903562,152.37929,1.6230000000000002,0.027999999999999997,0.01,6675757
K02957.01,FALSE POSITIVE,0.42444906,4.64490141,133.67436,2.456,0.057999999999999996,0.009000000000000001,10904004
K03908.01,FALSE POSITIVE,0.42425114,59.3627946,184.14711,13.972000000000001,0.001,0.013999999999999999,10363115
K03783.01,FALSE POSITIVE,0.42420802,197.1455327,300.17697799999996,2.1145,1.251,0.342,9533489
K04523.01,FALSE POSITIVE,0.42418104,5.68251605,131.6745,3.4789999999999996,0.0,0.008,8700895
K04709.01,FALSE POSITIVE,0.4234375,3.70858595,134.47308,1.94,0.115,0.016,2303903
K04405.01,FALSE POSITIVE,0.42308453,8.917286300000002,139.6051,4.468,0.062,0.013000000000000001,10745365
K02084.01,FALSE POSITIVE,0.42296603,4.19577385,135.17605,2.1557,0.521,0.027999999999999997,3967326
K04541.01,FALSE POSITIVE,0.4229235,8.529122300000001,135.74043,3.241,0.606,0.017,5511659
K07744.01,FALSE POSITIVE,0.42276496,11.720169300000002,136.1871,2.399,0.292,0.011000000000000001,5877292
K02232.01,FALSE POSITIVE,0.4227501,101.1323475,210.18316000000002,4.3660000000000005,0.057,0.035,2854181
K07073.01,FALSE POSITIVE,0.42260832,279.036565,246.6289,31.92,1.198,0.218,8625408
K07169.01,FALSE POSITIVE,0.42241383,10.511377900000001,140.9553,4.74,0.198,0.005,9397900
K03416.01,FALSE POSITIVE,0.42213225,11.8237228,139.4199,8.517999999999999,0.698,0.013999999999999999,2849140
K03019.01,FALSE POSITIVE,0.42209956,4.17939037,133.84818,2.647,0.317,0.012,8709688
K03319.01,FALSE POSITIVE,0.42207325,19.5906103,144.65968999999996,6.745,0.529,0.016,5965819
K08053.01,FALSE POSITIVE,0.42197555,9.9105786,135.9226,5.945,0.813,0.01,11392362
K07716.01,FALSE POSITIVE,0.4218737,483.36405,483.0784,15.61,0.614,0.016,5097856
K06259.01,FALSE POSITIVE,0.4217760999999999,4.78113942,131.7043,2.733,0.11800000000000001,0.009000000000000001,2161949
K04460.01,FALSE POSITIVE,0.42136073,284.727213,142.0923,10.299000000000001,0.316,0.017,9947389
K07023.01,FALSE POSITIVE,0.42041677,2.71772323,133.9451,3.22,0.19699999999999998,0.006999999999999999,8362974
K07793.01,FALSE POSITIVE,0.42000398,1.99469354,131.5639,5.2970000000000015,0.643,0.008,6863158
K07796.01,FALSE POSITIVE,0.4198211,3.52364689,134.1864,3.4389999999999996,0.004,0.008,6891124
K06631.01,FALSE POSITIVE,0.4193675,2.56271232,131.69665,2.1630000000000003,0.34600000000000003,0.005,5860347
K02354.01,FALSE POSITIVE,0.4191919,1.1512446859999999,132.64551,1.272,1.3869999999999998,0.401,7215678
K04478.01,FALSE POSITIVE,0.41887522,6.38671206,131.52991,1.2009999999999998,0.015,0.013000000000000001,8636600
K04069.01,FALSE POSITIVE,0.41767663,13.06243545,144.18426000000005,3.2439999999999998,0.128,0.019,5906694
K04771.01,FALSE POSITIVE,0.41720116,142.70388799999995,212.0311,5.808,0.062,0.013999999999999999,11658036
K07889.01,FALSE POSITIVE,0.41674408,130.235324,218.2719,5.678,0.075,0.025,8489260
K05552.01,FALSE POSITIVE,0.41643152,295.958914,138.92548,4.244,0.024,0.019,8644545
K02250.01,FALSE POSITIVE,0.41592136,2.935362067,136.18415,1.5043,0.86,0.035,5942808
K01758.01,FALSE POSITIVE,0.4157325,5.59728249,131.86708000000002,1.795,0.473,0.035,6705142
K07785.01,FALSE POSITIVE,0.41489592,433.22046100000006,271.04277,2.725,0.17800000000000002,0.024,6531617
K03370.01,FALSE POSITIVE,0.414463,24.352541,147.1949,2.782,0.505,0.017,11657614
K04149.01,FALSE POSITIVE,0.41390544,9.54699216,140.15819,5.063,0.879,0.013000000000000001,10875007
K06750.01,FALSE POSITIVE,0.41382822,5.21395046,135.7252,3.188,0.195,0.008,6664842
K02369.03,FALSE POSITIVE,0.41366756,7.2274321,134.4726,4.967,0.003,0.012,5602588
K04109.01,FALSE POSITIVE,0.41331422,0.655939788,132.09996999999998,1.318,0.301,0.008,7907808
K07849.01,FALSE POSITIVE,0.41331384,5.0263815,135.5595,4.3839999999999995,0.185,0.008,7778664
K03203.01,FALSE POSITIVE,0.41328177,96.81647,136.55813,10.227,0.034,0.012,3122872
K04794.01,FALSE POSITIVE,0.4130956,24.5041103,140.1805,6.065,0.17800000000000002,0.01,6358937
K04334.01,FALSE POSITIVE,0.41289195,2.44232399,133.53724,1.921,0.303,0.013999999999999999,10140274
K04410.01,FALSE POSITIVE,0.41267222,5.04404366,136.00785,1.682,0.08,0.013999999999999999,6350882
K02689.01,FALSE POSITIVE,0.41246653,165.3447044,174.29621,3.09,0.917,0.079,10265602
K05901.01,FALSE POSITIVE,0.41245127,61.61112900000001,133.8909,14.96,0.364,0.008,11456256
K02829.01,FALSE POSITIVE,0.41178194,10.61345333,135.6898,0.9829,0.535,0.012,6197215
K02959.01,FALSE POSITIVE,0.4117722,16.1558656,140.23012,3.798,0.973,0.035,7466270
K01522.02,FALSE POSITIVE,0.41167164,12.654896,134.6826,4.325,0.009000000000000001,0.009000000000000001,12266636
K04157.01,FALSE POSITIVE,0.41160208,3.82315697,133.06936000000002,2.388,0.064,0.006,4548098
K08063.01,FALSE POSITIVE,0.41130444,405.35457,311.8,10.777999999999999,0.285,0.021,11714107
K02840.01,FALSE POSITIVE,0.41111118,3.67936863,134.99021000000002,3.47,0.885,0.01,6467363
K03337.01,FALSE POSITIVE,0.4110985,11.16622885,134.96951,3.389,0.17600000000000002,0.017,7692093
K04686.01,FALSE POSITIVE,0.4110328,11.8299383,138.3039,5.167999999999998,0.502,0.006,5819801
K05475.02,FALSE POSITIVE,0.4107781,5.68325648,134.87698,1.778,0.8440000000000001,0.006999999999999999,8105398
K04813.01,FALSE POSITIVE,0.41076884,9.2294726,136.173,2.4459999999999997,0.076,0.013000000000000001,4840672
K04853.01,FALSE POSITIVE,0.41075706,17.7412303,144.3554,4.816,0.065,0.011000000000000001,3758922
K06399.01,FALSE POSITIVE,0.41056344,6.76890076,133.07724,3.616,0.15,0.01,4274071
K04428.01,FALSE POSITIVE,0.41032094,13.00291716,132.02306000000002,3.0580000000000003,0.701,0.015,5126182
K02923.01,FALSE POSITIVE,0.41015515,5.83892993,136.90293,1.1066,0.319,0.013999999999999999,9815053
K03500.01,FALSE POSITIVE,0.40971768,73.7502765,188.52221,13.309000000000001,0.127,0.013999999999999999,6058816
K02970.01,FALSE POSITIVE,0.40951332,4.82051088,135.78541,3.588,0.922,0.006999999999999999,5450893
K01995.01,FALSE POSITIVE,0.4090104000000001,14.38724729,131.85133000000002,1.9078,1.262,0.312,5942093
K02851.01,FALSE POSITIVE,0.40822977,3.42064689,132.30629,1.767,0.92,0.022000000000000002,6697605
K01281.01,FALSE POSITIVE,0.40811265,49.4781446,141.82465,2.4930000000000003,0.048,0.02,8742590
K04907.01,FALSE POSITIVE,0.40808588,4.04481159,133.60007,2.479,0.39299999999999996,0.005,5437762
K02874.01,FALSE POSITIVE,0.4076757,0.352515897,132.01658999999998,1.0525,0.26,0.012,9149789
K04274.01,FALSE POSITIVE,0.40762347,1.97507424,132.3567,2.61,0.152,0.01,6223324
K05842.01,FALSE POSITIVE,0.4075269,57.77493730000001,154.2915,4.731,0.044000000000000004,0.015,10933306
K04458.01,FALSE POSITIVE,0.40752384,358.818895,416.5775,2.503,0.825,0.026000000000000002,8652577
