Row ID,K2 Name,K2 ID,Alt Name,RA (J2000),RA Error,Dec (J2000),Dec Error,Disc Method,Number of Planets,Planet Radius,Planet Radius err1,Planet Radius err2,Planet Radius Limit Flag,# Planet Radius Measurements,Semi-Major Axis,Semi-Major Axis err1,Semi-Major Axis err2,Semi-Major Axis Flag,# Semi-Major Axis Measurements,Orbital Eccentricity,Orbital Eccentricity err1,Orbital Eccentricity err2,Orbital Eccentricity Limit Flag,# Orbital Eccentricity Measurements,Orbital Inclination,Orbital Inclination err1,Orbital Inclination err2,Orbital Inclination Limit Flag,# Orbital Inclination Measurements,Planet Mass,Planet mass err1,Planet mass err2,Planet mass Limit Flag,# Planet mass Measurements,Planet mass Provenence,Planet Density,Planet Density err1,Planet Density err2,Planet Density Limit Flag,# Planet Density Measurements,Period,Period err1,Period err2,Period Limit Flag,# Period Measurements,Kepler Flag,K2 Flag,Stellar Mass,Stellar Mass err1,Stellar Mass err2,Stellar Mass Limit Flag,# Stellar Mass Measurements,Stellar Radius,Stellar Radius err1,Stellar Radius err2,Stellar Radius Limit Flag,# Stellar radius Measurements,Stellar Distance,Stellar Distance err1,Stellar Distance err2,Stellar  Distance limit Flag,# Stellar Distance Measurements,Stellar Optical mag,Stellar Optical mag err,Stellar Optical mag Limit Flag,Optical Mag Band Name,Stellar Teff,Stellar Teff err1,Stellar Teff err2,Stellar Teff Limit Flag,# Stellar Teff Measurements,# of Planet Notes,Last Update,Gaia gmag,Gaia gmag Err,Gaia gmag Limit Flag,Kepmag,K2 Campaign,Discovery Facility
102,K2-172 c,206082454,K2-172 c,22 21 14.011,0.0,-12 33 24.84,0.0,Transit,2,0.286,0.017,-0.012,0,1,,,,,0,,,,,0,89.497,0.348,-0.528,0,1,,,,,0,,,,,,0,29.627,0.002,-0.002,0,1,0,1,0.930,0.030,-0.030,0.000,1,0.870,0.040,-0.030,0,1,,,,,0,12.438,0.031,0,V (Johnson),5569,50,-50,0,1,0,2018-02-15,,,,12.308,3,K2
103,K2-80 d,210403955,K2-80  d,03 56 08.997,,+13 33 33.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.388,4,
104,K2-173 b,210512842,K2-173 b,04 01 29.988,0.0,+15 37 30.13,0.0,Transit,1,0.143,0.014,-0.009,0,1,,,,,0,,,,,0,87.826,1.540,-2.875,0,1,,,,,0,,,,,,0,5.869,4.460e-4,-4.080e-4,0,1,0,1,0.880,0.030,-0.040,0.000,1,0.840,0.060,-0.040,0,1,,,,,0,12.403,0.010,0,V (Johnson),5580,70,-70,0,1,0,2018-02-15,,,,12.106,4,K2
105,K2-174 b,210558622,K2-174 b,04 03 10.282,0.0,+16 20 50.81,0.0,Transit,1,0.222,0.016,-0.009,0,1,,,,,0,,,,,0,88.944,0.711,-0.957,0,1,,,,,0,,,,,,0,19.563,7.550e-4,-7.260e-4,0,1,0,1,0.670,0.020,-0.020,0.000,1,0.640,0.020,-0.020,0,1,,,,,0,12.424,0.030,0,V (Johnson),4500,50,-50,0,1,0,2018-02-15,,,,12.034,4,K2
106,K2-175 b,210643811,K2-175 b,03 30 00.859,0.0,+17 35 03.09,0.0,Transit,1,0.182,0.032,-0.024,0,1,,,,,0,,,,,0,87.494,1.692,-2.983,0,1,,,,,0,,,,,,0,9.526,0.001,-0.001,0,1,0,1,1.090,0.060,-0.040,0.000,1,1.420,0.210,-0.170,0,1,,,,,0,10.836,0.079,0,V (Johnson),5909,50,-50,0,1,0,2018-02-15,,,,10.632,4,K2
107,K2-176 b,210667381,K2-176 b,03 53 04.600,0.0,+17 54 25.46,0.0,Transit,1,0.133,0.011,-0.008,0,1,,,,,0,,,,,0,88.063,1.418,-2.940,0,1,,,,,0,,,,,,0,5.329,6.100e-4,-7.090e-4,0,1,0,1,0.940,0.020,-0.020,0.000,1,0.860,0.030,-0.020,0,1,,,,,0,12.893,0.060,0,V (Johnson),5428,50,-50,0,1,0,2018-02-15,,,,12.674,4,K2
108,K2-177 b,210857328,K2-177 b,03 40 55.096,0.0,+20 44 09.88,0.0,Transit,1,0.189,0.025,-0.014,0,1,,,,,0,,,,,0,87.220,1.998,-3.741,0,1,,,,,0,,,,,,0,14.155,0.003,-0.003,0,1,0,1,1.210,0.030,-0.040,0.000,1,1.210,0.090,-0.060,0,1,,,,,0,12.645,0.040,0,V (Johnson),6063,50,-50,0,1,0,2018-02-15,,,,12.584,4,K2
109,K2-178 b,210965800,K2-178 b,03 31 33.332,0.0,+22 26 05.53,0.0,Transit,1,0.317,0.018,-0.012,0,1,,,,,0,,,,,0,88.611,1.006,-1.592,0,1,,,,,0,,,,,,0,8.748,3.630e-4,-3.580e-4,0,1,0,1,0.950,0.020,-0.030,0.000,1,0.890,0.040,-0.030,0,1,,,,,0,12.403,0.040,0,V (Johnson),5525,50,-50,0,1,0,2018-02-15,,,,12.134,4,K2
110,K2-179 b,211048999,K2-179 b,03 55 11.256,0.0,+23 45 24.51,0.0,Transit,1,0.224,0.015,-0.011,0,1,,,,,0,,,,,0,88.755,0.883,-1.588,0,1,,,,,0,,,,,,0,5.172,2.010e-4,-2.020e-4,0,1,0,1,0.820,0.020,-0.030,0.000,1,0.770,0.020,-0.020,0,1,,,,,0,12.956,0.031,0,V (Johnson),5015,50,-50,0,1,0,2018-02-15,,,,12.659,4,K2
111,K2-180 b,211319617,K2-180 b,08 25 51.345,0.0,+10 14 49.08,0.0,Transit,1,0.215,0.018,-0.010,0,1,,,,,0,,,,,0,88.730,0.950,-1.682,0,1,,,,,0,,,,,,0,8.866,3.220e-4,-3.260e-4,0,1,0,1,0.730,0.020,-0.020,0.000,1,0.680,0.020,-0.020,0,1,,,,,0,12.601,0.020,0,V (Johnson),5263,50,-50,0,1,0,2018-02-15,,,,12.393,5,K2
112,K2-181 b,211355342,K2-181 b,08 30 12.967,0.0,+10 54 37.06,0.0,Transit,1,0.241,0.028,-0.016,0,1,,,,,0,,,,,0,88.616,0.983,-1.808,0,1,,,,,0,,,,,,0,6.894,4.300e-4,-4.260e-4,0,1,0,1,1.040,0.020,-0.030,0.000,1,1.000,0.080,-0.040,0,1,,,,,0,12.749,0.030,0,V (Johnson),5609,50,-50,0,1,0,2018-02-15,,,,12.637,5,K2
113,K2-182 b,211359660,K2-182 b,08 40 43.279,0.0,+10 58 58.59,0.0,Transit,1,0.247,0.015,-0.009,0,1,,,,,0,,,,,0,88.279,1.232,-1.690,0,1,,,,,0,,,,,,0,4.737,7.100e-5,-7.500e-5,0,1,0,1,0.850,0.020,-0.030,0.000,1,0.790,0.030,-0.020,0,1,,,,,0,11.997,0.060,0,V (Johnson),5159,50,-50,0,1,0,2018-02-15,,,,11.742,5,K2
114,K2-183 b,211562654,K2-183 b,08 20 01.717,0.0,+14 01 10.06,0.0,Transit,3,0.232,2.276,-0.124,0,1,,,,,0,,,,,0,25.034,56.232,-9.950,0,1,,,,,0,,,,,,0,0.469,2.600e-5,-2.400e-5,0,1,0,1,0.940,0.020,-0.020,0.000,1,0.870,0.040,-0.020,0,1,,,,,0,12.846,0.070,0,V (Johnson),5482,50,-50,0,1,0,2018-02-15,,,,12.754,5,K2
115,K2-183 c,211562654,K2-183 c,08 20 01.717,0.0,+14 01 10.06,0.0,Transit,3,0.224,0.024,-0.012,0,1,,,,,0,,,,,0,88.414,1.057,-1.673,0,1,,,,,0,,,,,,0,10.793,8.030e-4,-7.300e-4,0,1,0,1,0.940,0.020,-0.020,0.000,1,0.870,0.040,-0.020,0,1,,,,,0,12.846,0.070,0,V (Johnson),5482,50,-50,0,1,0,2018-02-15,,,,12.754,5,K2
116,K2-183 d,211562654,K2-183 d,08 20 01.717,0.0,+14 01 10.06,0.0,Transit,3,0.227,0.025,-0.013,0,1,,,,,0,,,,,0,89.375,0.455,-0.837,0,1,,,,,0,,,,,,0,22.629,0.002,-0.002,0,1,0,1,0.940,0.020,-0.020,0.000,1,0.870,0.040,-0.020,0,1,,,,,0,12.846,0.070,0,V (Johnson),5482,50,-50,0,1,0,2018-02-15,,,,12.754,5,K2
117,K2-184 b,211594205,K2-184 b,08 36 33.625,0.0,+14 27 42.97,0.0,Transit,1,0.137,0.013,-0.008,0,1,,,,,0,,,,,0,89.466,0.401,-0.713,0,1,,,,,0,,,,,,0,16.993,7.900e-4,-7.780e-4,0,1,0,1,0.820,0.030,-0.030,0.000,1,0.760,0.030,-0.020,0,1,,,,,0,10.345,0.053,0,V (Johnson),5252,50,-50,0,1,0,2018-02-15,,,,10.680,5,K2
118,K2-185 b,211611158,K2-185 b,08 41 02.318,0.0,+14 41 25.15,0.0,Transit,1,0.117,0.020,-0.010,0,1,,,,,0,,,,,0,88.932,0.771,-1.862,0,1,,,,,0,,,,,,0,10.617,0.002,-0.002,0,1,0,1,0.980,0.030,-0.030,0.000,1,0.910,0.040,-0.030,0,1,,,,,0,12.215,0.040,0,V (Johnson),5722,50,-50,0,1,0,2018-02-15,,,,12.414,5,K2
119,K2-186 b,211906650,K2-186 b,09 01 20.394,0.0,+18 49 31.64,0.0,Transit,1,0.283,0.024,-0.015,0,1,,,,,0,,,,,0,89.524,0.334,-0.592,0,1,,,,,0,,,,,,0,41.474,0.003,-0.004,0,1,0,1,1.020,0.020,-0.030,0.000,1,0.980,0.080,-0.040,0,1,,,,,0,12.307,0.020,0,V (Johnson),5784,50,-50,0,1,0,2018-02-15,,,,12.193,5,K2
120,K2-187 b,212157262,K2-187 b,08 50 05.665,0.0,+23 11 33.36,0.0,Transit,4,0.123,0.014,-0.008,0,1,,,,,0,,,,,0,81.930,5.825,-11.735,0,1,,,,,0,,,,,,0,0.774,5.200e-5,-5.000e-5,0,1,0,1,0.970,0.030,-0.020,0.000,1,0.890,0.040,-0.030,0,1,,,,,0,13.081,0.030,0,V (Johnson),5477,50,-50,0,1,0,2018-02-15,,,,12.864,5,K2
121,K2-187 c,212157262,K2-187 c,08 50 05.665,0.0,+23 11 33.36,0.0,Transit,4,0.152,0.022,-0.010,0,1,,,,,0,,,,,0,86.067,2.837,-6.999,0,1,,,,,0,,,,,,0,2.872,2.560e-4,-2.570e-4,0,1,0,1,0.970,0.030,-0.020,0.000,1,0.890,0.040,-0.030,0,1,,,,,0,13.081,0.030,0,V (Johnson),5477,50,-50,0,1,0,2018-02-15,,,,12.864,5,K2
122,K2-187 d,212157262,K2-187 d,08 50 05.665,0.0,+23 11 33.36,0.0,Transit,4,0.287,0.045,-0.022,0,1,,,,,0,,,,,0,87.483,1.887,-3.904,0,1,,,,,0,,,,,,0,7.149,3.600e-4,-3.720e-4,0,1,0,1,0.970,0.030,-0.020,0.000,1,0.890,0.040,-0.030,0,1,,,,,0,13.081,0.030,0,V (Johnson),5477,50,-50,0,1,0,2018-02-15,,,,12.864,5,K2
123,K2-187 e,212157262,K2-187 e,08 50 05.665,0.0,+23 11 33.36,0.0,Transit,4,0.201,0.019,-0.012,0,1,,,,,0,,,,,0,88.970,0.751,-1.318,0,1,,,,,0,,,,,,0,13.608,0.002,-0.002,0,1,0,1,0.970,0.030,-0.020,0.000,1,0.890,0.040,-0.030,0,1,,,,,0,13.081,0.030,0,V (Johnson),5477,50,-50,0,1,0,2018-02-15,,,,12.864,5,K2
124,K2-188 b,212164470,K2-188 b,08 39 15.271,0.0,+23 21 26.93,0.0,Transit,2,0.112,0.015,-0.010,0,1,,,,,0,,,,,0,83.928,4.436,-9.890,0,1,,,,,0,,,,,,0,1.743,2.560e-4,-2.600e-4,0,1,0,1,1.110,0.030,-0.020,0.000,1,1.110,0.110,-0.060,0,1,,,,,0,12.646,0.030,0,V (Johnson),5982,50,-50,0,1,0,2018-02-15,,,,12.704,5,K2
125,K2-188 c,212164470,K2-188 c,08 39 15.271,0.0,+23 21 26.93,0.0,Transit,2,0.234,0.028,-0.016,0,1,,,,,0,,,,,0,88.098,1.400,-2.578,0,1,,,,,0,,,,,,0,7.808,5.640e-4,-5.970e-4,0,1,0,1,1.110,0.030,-0.020,0.000,1,1.110,0.110,-0.060,0,1,,,,,0,12.646,0.030,0,V (Johnson),5982,50,-50,0,1,0,2018-02-15,,,,12.704,5,K2
126,K2-189 b,212394689,K2-189 b,13 34 29.110,0.0,-15 02 10.89,0.0,Transit,2,0.135,0.014,-0.009,0,1,,,,,0,,,,,0,88.113,1.351,-2.824,0,1,,,,,0,,,,,,0,5.176,4.070e-4,-4.280e-4,0,1,0,1,0.930,0.020,-0.030,0.000,1,0.860,0.040,-0.030,0,1,,,,,0,12.399,0.212,0,V (Johnson),5503,50,-50,0,1,0,2018-02-15,,,,12.206,6,K2
127,K2-189 c,212394689,K2-189 c,13 34 29.110,0.0,-15 02 10.89,0.0,Transit,2,0.222,0.028,-0.012,0,1,,,,,0,,,,,0,88.183,1.306,-3.348,0,1,,,,,0,,,,,,0,6.679,2.450e-4,-2.360e-4,0,1,0,1,0.930,0.020,-0.030,0.000,1,0.860,0.040,-0.030,0,1,,,,,0,12.399,0.212,0,V (Johnson),5503,50,-50,0,1,0,2018-02-15,,,,12.206,6,K2
128,K2-190 b,212480208,K2-190 b,13 41 27.239,0.0,-13 09 39.23,0.0,Transit,2,0.121,0.016,-0.009,0,1,,,,,0,,,,,0,88.357,1.159,-2.329,0,1,,,,,0,,,,,,0,10.099,6.190e-4,-6.430e-4,0,1,0,1,0.900,0.030,-0.040,0.000,1,0.910,0.100,-0.060,0,1,,,,,0,11.138,0.096,0,V (Johnson),5631,50,-50,0,1,0,2018-02-15,,,,10.892,6,K2
129,K2-190 c,212480208,K2-190 c,13 41 27.239,0.0,-13 09 39.23,0.0,Transit,2,0.098,0.014,-0.008,0,1,,,,,0,,,,,0,88.977,0.731,-1.650,0,1,,,,,0,,,,,,0,21.574,0.006,-0.004,0,1,0,1,0.900,0.030,-0.040,0.000,1,0.910,0.100,-0.060,0,1,,,,,0,11.138,0.096,0,V (Johnson),5631,50,-50,0,1,0,2018-02-15,,,,10.892,6,K2
130,K2-191 b,212496592,K2-191 b,13 26 33.402,0.0,-12 48 23.64,0.0,Transit,1,0.141,0.024,-0.012,0,1,,,,,0,,,,,0,87.051,2.125,-4.900,0,1,,,,,0,,,,,,0,2.859,1.720e-4,-1.760e-4,0,1,0,1,0.900,0.030,-0.030,0.000,1,0.840,0.040,-0.030,0,1,,,,,0,13.258,0.020,0,V (Johnson),5176,50,-50,0,1,0,2018-02-15,,,,12.966,6,K2
131,K2-192 b,212555594,K2-192 b,13 46 19.746,0.0,-11 33 22.51,0.0,Transit,1,0.140,0.013,-0.010,0,1,,,,,0,,,,,0,88.392,1.120,-2.118,0,1,,,,,0,,,,,,0,4.163,2.060e-4,-2.020e-4,0,1,0,1,0.870,0.020,-0.030,0.000,1,0.830,0.040,-0.030,0,1,,,,,0,12.704,0.040,0,V (Johnson),5252,50,-50,0,1,0,2018-02-15,,,,12.482,6,K2
132,K2-193 b,212580872,K2-193 b,13 40 56.895,0.0,-11 00 33.47,0.0,Transit,1,0.358,0.031,-0.018,0,1,,,,,0,,,,,0,89.193,0.559,-0.760,0,1,,,,,0,,,,,,0,14.787,4.300e-4,-4.670e-4,0,1,0,1,0.990,0.030,-0.030,0.000,1,0.960,0.070,-0.040,0,1,,,,,0,13.251,0.040,0,V (Johnson),5623,50,-50,0,1,0,2018-02-15,,,,13.047,6,K2
133,K2-194 b,212672300,K2-194 b,13 38 26.144,0.0,-08 55 37.74,0.0,Transit,1,0.325,0.055,-0.045,0,1,,,,,0,,,,,0,89.065,0.650,-1.324,0,1,,,,,0,,,,,,0,39.721,0.006,-0.006,0,1,0,1,1.110,0.050,-0.030,0.000,1,1.280,0.180,-0.170,0,1,,,,,0,12.908,0.030,0,V (Johnson),5979,52,-52,0,1,0,2018-02-15,,,,12.846,6,K2
134,K2-195 b,212689874,K2-195 b,13 19 19.563,0.0,-08 30 34.13,0.0,Transit,2,0.262,0.018,-0.012,0,1,,,,,0,,,,,0,89.041,0.711,-1.567,0,1,,,,,0,,,,,,0,15.854,7.910e-4,-7.540e-4,0,1,0,1,0.960,0.030,-0.030,0.000,1,0.910,0.050,-0.030,0,1,,,,,0,12.497,0.010,0,V (Johnson),5712,50,-50,0,1,0,2018-02-15,,,,12.330,6,K2
135,K2-195 c,212689874,K2-195 c,13 19 19.563,0.0,-08 30 34.13,0.0,Transit,2,0.230,0.024,-0.013,0,1,,,,,0,,,,,0,88.537,1.111,-2.691,0,1,,,,,0,,,,,,0,28.483,0.006,-0.007,0,1,0,1,0.960,0.030,-0.030,0.000,1,0.910,0.050,-0.030,0,1,,,,,0,12.497,0.010,0,V (Johnson),5712,50,-50,0,1,0,2018-02-15,,,,12.330,6,K2
136,K2-196 b,212691422,K2-196 b,13 21 49.523,0.0,-08 28 18.20,0.0,Transit,1,0.321,0.054,-0.045,0,1,,,,,0,,,,,0,88.274,1.422,-2.350,0,1,,,,,0,,,,,,0,48.324,0.008,-0.009,0,1,0,1,1.160,0.070,-0.050,0.000,1,1.540,0.230,-0.190,0,1,,,,,0,12.060,0.010,0,V (Johnson),6045,50,-50,0,1,0,2018-02-15,,,,11.923,6,K2
137,K2-197 b,212735333,K2-197 b,13 29 34.479,0.0,-07 22 26.41,0.0,Transit,1,0.223,0.017,-0.010,0,1,,,,,0,,,,,0,88.509,1.081,-1.885,0,1,,,,,0,,,,,,0,8.358,2.810e-4,-2.840e-4,0,1,0,1,0.970,0.030,-0.030,0.000,1,0.910,0.040,-0.030,0,1,,,,,0,12.157,0.010,0,V (Johnson),5675,50,-50,0,1,0,2018-02-15,,,,11.977,6,K2
138,K2-198 b,212768333,K2-198 b,13 15 22.515,0.0,-06 27 53.59,0.0,Transit,1,0.367,0.023,-0.015,0,1,,,,,0,,,,,0,89.397,0.413,-0.595,0,1,,,,,0,,,,,,0,17.043,3.220e-4,-3.060e-4,0,1,0,1,0.840,0.030,-0.030,0.000,1,0.780,0.030,-0.020,0,1,,,,,0,10.971,0.100,0,V (Johnson),5262,50,-50,0,1,0,2018-02-15,,,,11.022,6,K2
139,K2-199 b,212779596,K2-199 b,13 55 36.409,0.0,-06 08 10.11,0.0,Transit,2,0.168,0.017,-0.008,0,1,,,,,0,,,,,0,87.182,2.085,-4.184,0,1,,,,,0,,,,,,0,3.225,6.700e-5,-7.100e-5,0,1,0,1,0.710,0.020,-0.020,0.000,1,0.670,0.020,-0.020,0,1,,,,,0,12.289,0.020,0,V (Johnson),4681,50,-50,0,1,0,2018-02-15,,,,11.930,6,K2
140,K2-199 c,212779596,K2-199 c,13 55 36.409,0.0,-06 08 10.11,0.0,Transit,2,0.253,0.015,-0.010,0,1,,,,,0,,,,,0,88.893,0.787,-1.251,0,1,,,,,0,,,,,,0,7.374,1.180e-4,-1.250e-4,0,1,0,1,0.710,0.020,-0.020,0.000,1,0.670,0.020,-0.020,0,1,,,,,0,12.289,0.020,0,V (Johnson),4681,50,-50,0,1,0,2018-02-15,,,,11.930,6,K2
141,K2-200 b,212828909,K2-200 b,13 29 00.384,0.0,-04 36 36.82,0.0,Transit,1,0.122,0.013,-0.009,0,1,,,,,0,,,,,0,87.968,1.440,-3.217,0,1,,,,,0,,,,,,0,2.850,1.880e-4,-1.800e-4,0,1,0,1,0.860,0.020,-0.030,0.000,1,0.790,0.020,-0.020,0,1,,,,,0,12.459,0.030,0,V (Johnson),5233,50,-50,0,1,0,2018-02-15,,,,12.244,6,K2
142,K2-201 b,216008129,K2-201 b,19 34 14.575,0.0,-23 07 51.73,0.0,Transit,2,0.125,0.012,-0.007,0,1,,,,,0,,,,,0,84.414,4.053,-6.735,0,1,,,,,0,,,,,,0,1.060,4.300e-5,-4.400e-5,0,1,0,1,0.960,0.020,-0.020,0.000,1,0.880,0.030,-0.020,0,1,,,,,0,12.809,0.240,0,V (Johnson),5507,50,-50,0,1,0,2018-02-15,,,,11.966,7,K2
143,K2-201 c,216008129,K2-201 c,19 34 14.575,0.0,-23 07 51.73,0.0,Transit,2,0.293,0.036,-0.016,0,1,,,,,0,,,,,0,89.272,0.519,-0.923,0,1,,,,,0,,,,,,0,22.780,0.002,-0.002,0,1,0,1,0.960,0.020,-0.020,0.000,1,0.880,0.030,-0.020,0,1,,,,,0,12.809,0.240,0,V (Johnson),5507,50,-50,0,1,0,2018-02-15,,,,11.966,7,K2
144,K2-202 b,216405287,K2-202 b,18 53 03.428,0.0,-22 24 25.32,0.0,Transit,1,0.205,0.016,-0.012,0,1,,,,,0,,,,,0,87.672,1.628,-2.945,0,1,,,,,0,,,,,,0,3.405,1.260e-4,-1.210e-4,0,1,0,1,0.970,0.030,-0.030,0.000,1,0.910,0.050,-0.030,0,1,,,,,0,13.297,0.020,0,V (Johnson),5491,58,-58,0,1,0,2018-02-15,,,,12.997,7,K2
145,K2-203 b,220170303,K2-203 b,00 51 05.698,0.0,-01 11 45.21,0.0,Transit,1,0.122,0.025,-0.011,0,1,,,,,0,,,,,0,88.430,1.152,-3.258,0,1,,,,,0,,,,,,0,9.695,0.001,-0.001,0,1,0,1,0.790,0.030,-0.030,0.000,1,0.760,0.030,-0.020,0,1,,,,,0,12.353,0.030,0,V (Johnson),5000,50,-50,0,1,0,2018-02-15,,,,12.114,8,K2
146,K2-204 b,220186645,K2-204 b,01 09 31.806,0.0,-00 31 03.43,0.0,Transit,1,0.272,0.039,-0.033,0,1,,,,,0,,,,,0,87.649,1.737,-3.326,0,1,,,,,0,,,,,,0,7.056,6.500e-4,-6.410e-4,0,1,0,1,1.010,0.030,-0.030,0.000,1,1.180,0.160,-0.140,0,1,,,,,0,13.010,0.020,0,V (Johnson),5755,50,-50,0,1,0,2018-02-15,,,,12.961,8,K2
147,K2-205 b,220211923,K2-205 b,01 00 52.197,0.0,+00 25 33.59,0.0,Transit,1,0.178,0.024,-0.021,0,1,,,,,0,,,,,0,89.097,0.657,-1.193,0,1,,,,,0,,,,,,0,26.672,0.004,-0.004,0,1,0,1,0.950,0.040,-0.040,0.000,1,1.080,0.130,-0.110,0,1,,,,,0,12.391,0.040,0,V (Johnson),5890,50,-50,0,1,0,2018-02-15,,,,12.250,8,K2
148,K2-206 b,220216730,K2-206 b,00 45 01.515,0.0,+00 35 35.73,0.0,Transit,1,0.249,0.020,-0.014,0,1,,,,,0,,,,,0,89.112,0.634,-1.221,0,1,,,,,0,,,,,,0,18.295,0.002,-0.002,0,1,0,1,0.790,0.030,-0.030,0.000,1,0.760,0.030,-0.030,0,1,,,,,0,13.100,0.050,0,V (Johnson),5043,50,-50,0,1,0,2018-02-15,,,,12.826,8,K2
149,K2-207 b,220218012,K2-207 b,00 46 47.929,0.0,+00 38 26.87,0.0,Transit,1,0.232,0.033,-0.019,0,1,,,,,0,,,,,0,88.620,0.988,-1.589,0,1,,,,,0,,,,,,0,12.487,0.001,-0.001,0,1,0,1,0.940,0.030,-0.030,0.000,1,0.930,0.090,-0.050,0,1,,,,,0,13.166,0.050,0,V (Johnson),5522,50,-50,0,1,0,2018-02-15,,,,12.971,8,K2
150,K2-208 b,220225178,K2-208 b,01 23 06.983,0.0,+00 53 21.04,0.0,Transit,1,0.150,0.015,-0.011,0,1,,,,,0,,,,,0,88.043,1.376,-2.502,0,1,,,,,0,,,,,,0,4.191,2.300e-4,-2.480e-4,0,1,0,1,0.930,0.030,-0.030,0.000,1,0.860,0.030,-0.030,0,1,,,,,0,12.503,0.020,0,V (Johnson),5582,50,-50,0,1,0,2018-02-15,,,,12.302,8,K2
151,K2-209 b,220241529,K2-209 b,00 58 45.763,0.0,+01 23 01.72,0.0,Transit,1,0.077,0.009,-0.006,0,1,,,,,0,,,,,0,86.231,2.669,-6.348,0,1,,,,,0,,,,,,0,2.081,1.340e-4,-1.300e-4,0,1,0,1,0.740,0.030,-0.020,0.000,1,0.710,0.020,-0.020,0,1,,,,,0,11.205,0.103,0,V (Johnson),4720,50,-50,0,1,0,2018-02-15,,,,10.717,8,K2
152,K2-210 b,220250254,K2-210 b,01 10 33.825,0.0,+01 34 41.76,0.0,Transit,1,0.073,0.009,-0.006,0,1,,,,,0,,,,,0,84.105,4.220,-9.012,0,1,,,,,0,,,,,,0,0.570,2.800e-5,-2.800e-5,0,1,0,1,0.910,0.020,-0.030,0.000,1,0.850,0.040,-0.030,0,1,,,,,0,11.535,0.137,0,V (Johnson),5396,50,-50,0,1,0,2018-02-15,,,,11.507,8,K2
153,K2-211 b,220256496,K2-211 b,01 24 25.429,0.0,+01 42 17.83,0.0,Transit,1,0.123,0.015,-0.009,0,1,,,,,0,,,,,0,81.569,6.224,-13.157,0,1,,,,,0,,,,,,0,0.670,3.200e-5,-3.200e-5,0,1,0,1,0.880,0.020,-0.030,0.000,1,0.820,0.030,-0.020,0,1,,,,,0,13.075,0.110,0,V (Johnson),5221,50,-50,0,1,0,2018-02-15,,,,12.872,8,K2
154,K2-212 b,220321605,K2-212 b,01 13 41.618,0.0,+03 05 48.97,0.0,Transit,1,0.213,0.013,-0.008,0,1,,,,,0,,,,,0,89.191,0.584,-1.190,0,1,,,,,0,,,,,,0,9.795,2.910e-4,-2.930e-4,0,1,0,1,0.620,0.020,-0.020,0.000,1,0.600,0.020,-0.010,0,1,,,,,0,13.100,0.010,0,V (Johnson),4349,50,-50,0,1,0,2018-02-15,,,,12.588,8,K2
155,K2-213 b,220341183,K2-213 b,00 52 33.673,0.0,+03 30 27.74,0.0,Transit,1,0.135,0.027,-0.019,0,1,,,,,0,,,,,0,87.862,1.568,-3.731,0,1,,,,,0,,,,,,0,8.131,0.002,-0.002,0,1,0,1,1.070,0.060,-0.040,0.000,1,1.200,0.170,-0.130,0,1,,,,,0,11.803,0.204,0,V (Johnson),5794,50,-50,0,1,0,2018-02-15,,,,12.043,8,K2
156,K2-214 b,220376054,K2-214 b,00 59 30.258,0.0,+04 13 40.07,0.0,Transit,1,0.198,0.034,-0.023,0,1,,,,,0,,,,,0,88.145,1.346,-3.098,0,1,,,,,0,,,,,,0,8.597,5.920e-4,-5.270e-4,0,1,0,1,1.020,0.030,-0.030,0.000,1,1.120,0.150,-0.120,0,1,,,,,0,11.805,0.208,0,V (Johnson),5768,50,-50,0,1,0,2018-02-15,,,,11.597,8,K2
157,K2-215 b,220471666,K2-215 b,01 13 52.821,0.0,+06 07 26.05,0.0,Transit,1,0.189,0.023,-0.014,0,1,,,,,0,,,,,0,88.984,0.728,-1.429,0,1,,,,,0,,,,,,0,8.270,4.670e-4,-4.560e-4,0,1,0,1,1.000,0.030,-0.030,0.000,1,0.970,0.090,-0.050,0,1,,,,,0,12.986,0.010,0,V (Johnson),5704,50,-50,0,1,0,2018-02-15,,,,12.798,8,K2
158,K2-216 b,220481411,K2-216 b,00 45 55.260,0.0,+06 20 49.10,0.0,Transit,1,0.150,0.009,-0.007,0,1,,,,,0,,,,,0,87.007,2.090,-3.538,0,1,,,,,0,,,,,,0,2.175,3.900e-5,-3.800e-5,0,1,0,1,0.700,0.020,-0.020,0.000,1,0.670,0.020,-0.020,0,1,,,,,0,12.476,0.050,0,V (Johnson),4591,50,-50,0,1,0,2018-02-15,,,,12.100,8,K2
159,K2-217 b,220487418,K2-217 b,00 45 11.614,0.0,+06 28 53.62,0.0,Transit,1,0.319,0.062,-0.043,0,1,,,,,0,,,,,0,88.043,1.412,-2.975,0,1,,,,,0,,,,,,0,14.075,9.940e-4,-9.380e-4,0,1,0,1,1.100,0.050,-0.040,0.000,1,1.330,0.200,-0.170,0,1,,,,,0,12.187,0.030,0,V (Johnson),5967,50,-50,0,1,0,2018-02-15,,,,12.062,8,K2
